Time_Index,NENGREST_biomass_1,NENGREST_conventional_hydroelectric_1,NENGREST_hydroelectric_pumped_storage_1,NENGREST_natural_gas_fired_combined_cycle_1,NENGREST_natural_gas_fired_combined_cycle_2,NENGREST_natural_gas_fired_combustion_turbine_1,NENGREST_natural_gas_fired_combustion_turbine_2,NENGREST_natural_gas_steam_turbine_1,NENGREST_nuclear_1,NENGREST_offshore_wind_turbine_1,NENGREST_onshore_wind_turbine_1,NENGREST_small_hydroelectric_1,NENGREST_solar_photovoltaic_1,NENG_CT_biomass_1,NENG_CT_conventional_hydroelectric_1,NENG_CT_hydroelectric_pumped_storage_1,NENG_CT_natural_gas_fired_combined_cycle_1,NENG_CT_natural_gas_fired_combined_cycle_2,NENG_CT_natural_gas_fired_combustion_turbine_1,NENG_CT_natural_gas_fired_combustion_turbine_2,NENG_CT_nuclear_1,NENG_CT_onshore_wind_turbine_1,NENG_CT_small_hydroelectric_1,NENG_CT_solar_photovoltaic_1,NENG_ME_biomass_1,NENG_ME_conventional_hydroelectric_1,NENG_ME_natural_gas_fired_combined_cycle_1,NENG_ME_natural_gas_fired_combined_cycle_2,NENG_ME_natural_gas_fired_combustion_turbine_1,NENG_ME_onshore_wind_turbine_1,NENG_ME_small_hydroelectric_1,NENG_ME_solar_photovoltaic_1,NENGREST_naturalgas_ccccsavgcf_mid_0,NENGREST_naturalgas_ccavgcf_mid_0,NENGREST_naturalgas_ctavgcf_mid_0,NENGREST_battery_mid_0,NENGREST_naturalgas_ccs100_mid_0,NENGREST_landbasedwind_ltrg1_mid_130_1,NENGREST_utilitypv_losangeles_mid_80_0_2_1,NENGREST_offshorewind_otrg3_mid_fixed_1_176_77_1,NENG_CT_naturalgas_ccccsavgcf_mid_0,NENG_CT_naturalgas_ccavgcf_mid_0,NENG_CT_naturalgas_ctavgcf_mid_0,NENG_CT_battery_mid_0,NENG_CT_naturalgas_ccs100_mid_0,NENG_CT_landbasedwind_ltrg1_mid_110_1,NENG_CT_utilitypv_losangeles_mid_80_0_2_1,NENG_CT_offshorewind_otrg3_mid_fixed_1_176_77_1,NENG_ME_naturalgas_ccccsavgcf_mid_0,NENG_ME_naturalgas_ccavgcf_mid_0,NENG_ME_naturalgas_ctavgcf_mid_0,NENG_ME_battery_mid_0,NENG_ME_naturalgas_ccs100_mid_0,NENG_ME_landbasedwind_ltrg1_mid_110_1,NENG_ME_utilitypv_losangeles_mid_100_0_2_1,NENGREST_heat_load_shifting_1,NENG_CT_heat_load_shifting_1,NENG_ME_heat_load_shifting_1,NENGREST_Fusion
1,1.0,0.3901,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.392,0.3901,0.0,1.0,0.3178,1.0,1.0,1.0,1.0,1.0,1.0,0.8092,0.3178,0.0,1.0,0.6624,1.0,1.0,1.0,0.6196,0.6624,0.0,1.0,1.0,1.0,1.0,1.0,0.481509626,0.0,0.495306522,1.0,1.0,1.0,1.0,1.0,0.723427296,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.878662527,0.0,0.524105848,0.524011001,0.524379433,1.0
2,1.0,0.3901,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3702,0.3901,0.0,1.0,0.3178,1.0,1.0,1.0,1.0,1.0,1.0,0.8661,0.3178,0.0,1.0,0.6624,1.0,1.0,1.0,0.5305,0.6624,0.0,1.0,1.0,1.0,1.0,1.0,0.44781062,0.0,0.785767376,1.0,1.0,1.0,1.0,1.0,0.741629243,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.802598238,0.0,0.503987434,0.503913687,0.504432624,1.0
3,1.0,0.3901,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3225,0.3901,0.0,1.0,0.3178,1.0,1.0,1.0,1.0,1.0,1.0,0.8695,0.3178,0.0,1.0,0.6624,1.0,1.0,1.0,0.4943,0.6624,0.0,1.0,1.0,1.0,1.0,1.0,0.381781459,0.0,0.982372284,1.0,1.0,1.0,1.0,1.0,0.76918143,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.80714941,0.0,0.495891735,0.495874762,0.496010638,1.0
4,1.0,0.3901,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3422,0.3901,0.0,1.0,0.3178,1.0,1.0,1.0,1.0,1.0,1.0,0.8387,0.3178,0.0,1.0,0.6624,1.0,1.0,1.0,0.4408,0.6624,0.0,1.0,1.0,1.0,1.0,1.0,0.342624962,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.764603734,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.734698594,0.0,0.494925085,0.494817009,0.495124113,1.0
5,1.0,0.3901,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3952,0.3901,0.0,1.0,0.3178,1.0,1.0,1.0,1.0,1.0,1.0,0.7721,0.3178,0.0,1.0,0.6624,1.0,1.0,1.0,0.4408,0.6624,0.0,1.0,1.0,1.0,1.0,1.0,0.359862238,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.707345366,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.730946124,0.0,0.500483325,0.500528877,0.500443262,1.0
6,1.0,0.3901,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4271,0.3901,0.0,1.0,0.3178,1.0,1.0,1.0,1.0,1.0,1.0,0.8077,0.3178,0.0,1.0,0.6624,1.0,1.0,1.0,0.3164,0.6624,0.0,1.0,1.0,1.0,1.0,1.0,0.411332548,0.0,0.993359685,1.0,1.0,1.0,1.0,1.0,0.76887989,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.668768585,0.0,0.514439343,0.514491221,0.51462766,1.0
7,1.0,0.3901,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4266,0.3901,0.0,1.0,0.3178,1.0,1.0,1.0,1.0,1.0,1.0,0.695,0.3178,0.0,1.0,0.6624,1.0,1.0,1.0,0.3301,0.6624,0.0,1.0,1.0,1.0,1.0,1.0,0.391038597,0.0,0.966036022,1.0,1.0,1.0,1.0,1.0,0.63568294,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.531463563,0.0,0.538484775,0.538607997,0.53856383,1.0
8,1.0,0.3901,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3633,0.3901,0.0,1.0,0.3178,1.0,1.0,1.0,1.0,1.0,1.0,0.5624,0.3178,0.0,1.0,0.6624,1.0,1.0,1.0,0.2867,0.6624,0.0,1.0,1.0,1.0,1.0,1.0,0.332429647,0.0,0.99403441,1.0,1.0,1.0,1.0,1.0,0.504585385,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.448241681,0.0,0.564403093,0.564417178,0.564716312,1.0
9,1.0,0.3901,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3713,0.3901,0.2406,1.0,0.3178,1.0,1.0,1.0,1.0,1.0,1.0,0.627,0.3178,0.2384,1.0,0.6624,1.0,1.0,1.0,0.3032,0.6624,0.1933,1.0,1.0,1.0,1.0,1.0,0.34316197,0.437668353,1.0,1.0,1.0,1.0,1.0,1.0,0.59841913,0.425316781,1.0,1.0,1.0,1.0,1.0,1.0,0.375696719,0.422520816,0.601135814,0.601015443,0.601507092,1.0
10,1.0,0.3901,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3806,0.3901,0.4691,1.0,0.3178,1.0,1.0,1.0,1.0,1.0,1.0,0.5681,0.3178,0.4718,1.0,0.6624,1.0,1.0,1.0,0.4096,0.6624,0.418,1.0,1.0,1.0,1.0,1.0,0.302021444,0.733755112,1.0,1.0,1.0,1.0,1.0,1.0,0.56215322,0.727232456,1.0,1.0,1.0,1.0,1.0,1.0,0.472504824,0.714558601,0.628685355,0.62872858,0.628989362,1.0
11,1.0,0.3901,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3217,0.3901,0.6312,1.0,0.3178,1.0,1.0,1.0,1.0,1.0,1.0,0.4146,0.3178,0.6341,1.0,0.6624,1.0,1.0,1.0,0.5428,0.6624,0.5779,1.0,1.0,1.0,1.0,1.0,0.250944793,0.900904655,0.996979296,1.0,1.0,1.0,1.0,1.0,0.446300417,0.89987582,1.0,1.0,1.0,1.0,1.0,1.0,0.5887447,0.884959877,0.643728855,0.643748678,0.643617021,1.0
12,1.0,0.3901,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2857,0.3901,0.7083,1.0,0.3178,1.0,1.0,1.0,1.0,1.0,1.0,0.3272,0.3178,0.7179,1.0,0.6624,1.0,1.0,1.0,0.6906,0.6624,0.6298,1.0,1.0,1.0,1.0,1.0,0.221681699,0.980220258,0.991624475,1.0,1.0,1.0,1.0,1.0,0.337166041,0.98327893,1.0,1.0,1.0,1.0,1.0,1.0,0.808998406,0.966268361,0.648743354,0.648614343,0.64893617,1.0
13,1.0,0.3901,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3814,0.3901,0.7193,1.0,0.3178,1.0,1.0,1.0,1.0,1.0,1.0,0.7153,0.3178,0.7315,1.0,0.6624,1.0,1.0,1.0,0.6313,0.6624,0.6506,1.0,1.0,1.0,1.0,1.0,0.361806154,0.996063471,0.781678796,1.0,1.0,1.0,1.0,1.0,0.656169295,0.999380589,0.914508939,1.0,1.0,1.0,1.0,1.0,0.885973692,0.982502162,0.648199613,0.648191242,0.648492908,1.0
14,1.0,0.3901,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3796,0.3901,0.7062,1.0,0.3178,1.0,1.0,1.0,1.0,1.0,1.0,0.4602,0.3178,0.7192,1.0,0.6624,1.0,1.0,1.0,0.6041,0.6624,0.6433,1.0,1.0,1.0,1.0,1.0,0.354752004,0.976572871,0.99276042,1.0,1.0,1.0,1.0,1.0,0.457023084,0.988266528,1.0,1.0,1.0,1.0,1.0,1.0,0.839294136,0.948023915,0.641614306,0.641844722,0.641843972,1.0
15,1.0,0.3901,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4121,0.3901,0.6127,1.0,0.3178,1.0,1.0,1.0,1.0,1.0,1.0,0.6343,0.3178,0.6369,1.0,0.6624,1.0,1.0,1.0,0.6529,0.6624,0.5524,1.0,1.0,1.0,1.0,1.0,0.50681895,0.892493129,0.973407626,1.0,1.0,1.0,1.0,1.0,0.664633274,0.913149118,0.992474377,1.0,1.0,1.0,1.0,1.0,0.901921868,0.821802139,0.637687289,0.637825259,0.63785461,1.0
16,1.0,0.3901,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4304,0.3901,0.4407,1.0,0.3178,1.0,1.0,1.0,1.0,1.0,1.0,0.583,0.3178,0.4702,1.0,0.6624,1.0,1.0,1.0,0.6413,0.6624,0.3778,1.0,1.0,1.0,1.0,1.0,0.491588086,0.708393097,1.0,1.0,1.0,1.0,1.0,1.0,0.618395269,0.744274139,1.0,1.0,1.0,1.0,1.0,1.0,0.896115124,0.65018332,0.64282262,0.642690924,0.643173759,1.0
17,1.0,0.3901,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.503,0.3901,0.1983,1.0,0.3178,1.0,1.0,1.0,1.0,1.0,1.0,0.6642,0.3178,0.2351,1.0,0.6624,1.0,1.0,1.0,0.6681,0.6624,0.1339,1.0,1.0,1.0,1.0,1.0,0.511681259,0.401169479,1.0,1.0,1.0,1.0,1.0,1.0,0.654563785,0.447798878,1.0,1.0,1.0,1.0,1.0,1.0,0.940045059,0.325932324,0.684509425,0.684577956,0.684840426,1.0
18,1.0,0.3901,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4755,0.3901,0.0,1.0,0.3178,1.0,1.0,1.0,1.0,1.0,1.0,0.5634,0.3178,0.0,1.0,0.6624,1.0,1.0,1.0,0.7552,0.6624,0.0,1.0,1.0,1.0,1.0,1.0,0.501770616,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.543611407,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.951184392,0.0,0.738943934,0.738946478,0.73891844,1.0
19,1.0,0.3901,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4729,0.3901,0.0,1.0,0.3178,1.0,1.0,1.0,1.0,1.0,1.0,0.5727,0.3178,0.0,1.0,0.6624,1.0,1.0,1.0,0.7656,0.6624,0.0,1.0,1.0,1.0,1.0,1.0,0.498016298,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.589547753,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.970027924,0.0,0.739850169,0.73979268,0.740248227,1.0
20,1.0,0.3901,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4273,0.3901,0.0,1.0,0.3178,1.0,1.0,1.0,1.0,1.0,1.0,0.6481,0.3178,0.0,1.0,0.6624,1.0,1.0,1.0,0.6786,0.6624,0.0,1.0,1.0,1.0,1.0,1.0,0.527157903,0.0,0.991619527,1.0,1.0,1.0,1.0,1.0,0.54614985,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.946092963,0.0,0.719248429,0.719272266,0.719414894,1.0
21,1.0,0.3901,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4287,0.3901,0.0,1.0,0.3178,1.0,1.0,1.0,1.0,1.0,1.0,0.6947,0.3178,0.0,1.0,0.6624,1.0,1.0,1.0,0.6623,0.6624,0.0,1.0,1.0,1.0,1.0,1.0,0.437362939,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.566157281,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.94265157,0.0,0.698646689,0.698751851,0.69858156,1.0
22,1.0,0.3901,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4318,0.3901,0.0,1.0,0.3178,1.0,1.0,1.0,1.0,1.0,1.0,0.4959,0.3178,0.0,1.0,0.6624,1.0,1.0,1.0,0.7202,0.6624,0.0,1.0,1.0,1.0,1.0,1.0,0.420679986,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.37926513,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.952116191,0.0,0.663847269,0.663845991,0.664007092,1.0
23,1.0,0.3901,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4821,0.3901,0.0,1.0,0.3178,1.0,1.0,1.0,1.0,1.0,1.0,0.474,0.3178,0.0,1.0,0.6624,1.0,1.0,1.0,0.7321,0.6624,0.0,1.0,1.0,1.0,1.0,1.0,0.475877225,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.41925478,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.952411592,0.0,0.622281295,0.622382061,0.622340426,1.0
24,1.0,0.3901,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.432,0.3901,0.0,1.0,0.3178,1.0,1.0,1.0,1.0,1.0,1.0,0.4198,0.3178,0.0,1.0,0.6624,1.0,1.0,1.0,0.7478,0.6624,0.0,1.0,1.0,1.0,1.0,1.0,0.36946097,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.380924284,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.922290683,0.0,0.580654906,0.580706579,0.580673759,1.0
25,1.0,0.3901,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4819,0.3901,0.0,1.0,0.3178,1.0,1.0,1.0,1.0,1.0,1.0,0.5171,0.3178,0.0,1.0,0.6624,1.0,1.0,1.0,0.7258,0.6624,0.0,1.0,1.0,1.0,1.0,1.0,0.462438822,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.495006233,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.928043365,0.0,0.551413726,0.551512587,0.55141844,1.0
26,1.0,0.3901,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4622,0.3901,0.0,1.0,0.3178,1.0,1.0,1.0,1.0,1.0,1.0,0.4429,0.3178,0.0,1.0,0.6624,1.0,1.0,1.0,0.6395,0.6624,0.0,1.0,1.0,1.0,1.0,1.0,0.440559208,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.452055395,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.906476855,0.0,0.53618898,0.536069389,0.535904255,1.0
27,1.0,0.3901,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4361,0.3901,0.0,1.0,0.3178,1.0,1.0,1.0,1.0,1.0,1.0,0.3376,0.3178,0.0,1.0,0.6624,1.0,1.0,1.0,0.5498,0.6624,0.0,1.0,1.0,1.0,1.0,1.0,0.420898914,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.388162971,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.904076993,0.0,0.530026583,0.529934419,0.530141844,1.0
28,1.0,0.3901,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3831,0.3901,0.0,1.0,0.3178,1.0,1.0,1.0,1.0,1.0,1.0,0.2411,0.3178,0.0,1.0,0.6624,1.0,1.0,1.0,0.514,0.6624,0.0,1.0,1.0,1.0,1.0,1.0,0.399690419,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.34426564,0.0,0.949129343,1.0,1.0,1.0,1.0,1.0,0.883394718,0.0,0.530268246,0.530357521,0.530141844,1.0
29,1.0,0.3901,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3587,0.3901,0.0,1.0,0.3178,1.0,1.0,1.0,1.0,1.0,1.0,0.2376,0.3178,0.0,1.0,0.6624,1.0,1.0,1.0,0.4308,0.6624,0.0,1.0,1.0,1.0,1.0,1.0,0.360647738,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.318780333,0.0,0.618742704,1.0,1.0,1.0,1.0,1.0,0.829895318,0.0,0.542472209,0.542627459,0.542553191,1.0
30,1.0,0.3901,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3632,0.3901,0.0,1.0,0.3178,1.0,1.0,1.0,1.0,1.0,1.0,0.259,0.3178,0.0,1.0,0.6624,1.0,1.0,1.0,0.4113,0.6624,0.0,1.0,1.0,1.0,1.0,1.0,0.382698387,0.0,0.998037457,1.0,1.0,1.0,1.0,1.0,0.33537811,0.0,0.493264675,1.0,1.0,1.0,1.0,1.0,0.791144669,0.0,0.574492508,0.57457161,0.574468085,1.0
31,1.0,0.3901,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3068,0.3901,0.0,1.0,0.3178,1.0,1.0,1.0,1.0,1.0,1.0,0.1823,0.3178,0.0,1.0,0.6624,1.0,1.0,1.0,0.3854,0.6624,0.0,1.0,1.0,1.0,1.0,1.0,0.325934082,0.0,0.821552753,1.0,1.0,1.0,1.0,1.0,0.221614212,0.0,0.191097379,1.0,1.0,1.0,1.0,1.0,0.765305758,0.0,0.627356211,0.627459276,0.627659574,1.0
32,1.0,0.3901,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2271,0.3901,0.0,1.0,0.3178,1.0,1.0,1.0,1.0,1.0,1.0,0.0821,0.3178,0.0,1.0,0.6624,1.0,1.0,1.0,0.3229,0.6624,0.0,1.0,1.0,1.0,1.0,1.0,0.254894465,0.0,0.116391897,1.0,1.0,1.0,1.0,1.0,0.079850912,0.0,0.005930891,1.0,1.0,1.0,1.0,1.0,0.750555217,0.0,0.666324311,0.666384599,0.666666667,1.0
33,1.0,0.3901,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1618,0.3901,0.2391,1.0,0.3178,1.0,1.0,1.0,1.0,1.0,1.0,0.027,0.3178,0.2371,1.0,0.6624,1.0,1.0,1.0,0.2869,0.6624,0.1816,1.0,1.0,1.0,1.0,1.0,0.150812358,0.430249393,0.162209779,1.0,1.0,1.0,1.0,1.0,0.022979878,0.422578245,0.009451571,1.0,1.0,1.0,1.0,1.0,0.634722471,0.428597093,0.693088449,0.693039983,0.693262411,1.0
34,1.0,0.3901,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0646,0.3901,0.4586,1.0,0.3178,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.3178,0.4656,1.0,0.6624,1.0,1.0,1.0,0.1947,0.6624,0.412,1.0,1.0,1.0,1.0,1.0,0.053993151,0.711719751,0.094412737,1.0,1.0,1.0,1.0,1.0,0.000726155,0.71897167,0.0,1.0,1.0,1.0,1.0,1.0,0.540025651,0.702553272,0.708011116,0.70806008,0.708333333,1.0
35,1.0,0.3901,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0211,0.3901,0.6179,1.0,0.3178,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.3178,0.6211,1.0,0.6624,1.0,1.0,1.0,0.0879,0.6624,0.5542,1.0,1.0,1.0,1.0,1.0,0.012151721,0.881203294,0.004478052,1.0,1.0,1.0,1.0,1.0,0.001966788,0.879336178,0.0,1.0,1.0,1.0,1.0,1.0,0.290318519,0.881075859,0.713750604,0.713771948,0.714095745,1.0
36,1.0,0.3901,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0026,0.3901,0.6974,1.0,0.3178,1.0,1.0,1.0,1.0,1.0,1.0,0.0275,0.3178,0.6556,1.0,0.6624,1.0,1.0,1.0,0.0361,0.6624,0.6111,1.0,1.0,1.0,1.0,1.0,5.71e-5,0.953297973,0.0,1.0,1.0,1.0,1.0,1.0,0.031153996,0.905017912,0.0,1.0,1.0,1.0,1.0,1.0,0.119981699,0.927993774,0.708071532,0.70806008,0.708333333,1.0
37,1.0,0.3901,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0081,0.3901,0.6672,1.0,0.3178,1.0,1.0,1.0,1.0,1.0,1.0,0.0905,0.3178,0.6465,1.0,0.6624,1.0,1.0,1.0,0.0116,0.6624,0.6507,1.0,1.0,1.0,1.0,1.0,0.003552211,0.856300354,0.0,1.0,1.0,1.0,1.0,1.0,0.083473116,0.851296067,0.0,1.0,1.0,1.0,1.0,1.0,0.031676795,0.900650322,0.696713388,0.696636344,0.696808511,1.0
38,1.0,0.3901,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0457,0.3901,0.6136,1.0,0.3178,1.0,1.0,1.0,1.0,1.0,1.0,0.2143,0.3178,0.6058,1.0,0.6624,1.0,1.0,1.0,0.02,0.6624,0.561,1.0,1.0,1.0,1.0,1.0,0.037330016,0.875971854,0.002044601,1.0,1.0,1.0,1.0,1.0,0.186922207,0.80682373,0.03465445,1.0,1.0,1.0,1.0,1.0,0.056572106,0.894745588,0.688798937,0.68880897,0.688829787,1.0
39,1.0,0.3901,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1742,0.3901,0.4943,1.0,0.3178,1.0,1.0,1.0,1.0,1.0,1.0,0.3027,0.3178,0.435,1.0,0.6624,1.0,1.0,1.0,0.0969,0.6624,0.4806,1.0,1.0,1.0,1.0,1.0,0.190420628,0.692793548,0.045957789,1.0,1.0,1.0,1.0,1.0,0.298767149,0.662852764,0.216061011,1.0,1.0,1.0,1.0,1.0,0.211366862,0.729146838,0.680159497,0.680135392,0.680407801,1.0
40,1.0,0.3901,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2027,0.3901,0.2741,1.0,0.3178,1.0,1.0,1.0,1.0,1.0,1.0,0.5253,0.3178,0.2901,1.0,0.6624,1.0,1.0,1.0,0.2327,0.6624,0.3181,1.0,1.0,1.0,1.0,1.0,0.286925584,0.403169692,0.146228045,1.0,1.0,1.0,1.0,1.0,0.512551665,0.505365312,0.435345292,1.0,1.0,1.0,1.0,1.0,0.487870127,0.460294008,0.681428226,0.681616247,0.681294326,1.0
41,1.0,0.3901,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3069,0.3901,0.0666,1.0,0.3178,1.0,1.0,1.0,1.0,1.0,1.0,0.5872,0.3178,0.1376,1.0,0.6624,1.0,1.0,1.0,0.2862,0.6624,0.0498,1.0,1.0,1.0,1.0,1.0,0.449744582,0.122730449,0.154036805,1.0,1.0,1.0,1.0,1.0,0.569435358,0.265167356,0.437401086,1.0,1.0,1.0,1.0,1.0,0.564221919,0.112632535,0.716167231,0.716099006,0.716312057,1.0
42,1.0,0.3901,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3725,0.3901,0.0,1.0,0.3178,1.0,1.0,1.0,1.0,1.0,1.0,0.5895,0.3178,0.0,1.0,0.6624,1.0,1.0,1.0,0.402,0.6624,0.0,1.0,1.0,1.0,1.0,1.0,0.501970053,0.0,0.224602312,1.0,1.0,1.0,1.0,1.0,0.68536979,0.0,0.915144026,1.0,1.0,1.0,1.0,1.0,0.69693172,0.0,0.76238521,0.762428602,0.762411348,1.0
43,1.0,0.3901,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5432,0.3901,0.0,1.0,0.3178,1.0,1.0,1.0,1.0,1.0,1.0,0.7771,0.3178,0.0,1.0,0.6624,1.0,1.0,1.0,0.5035,0.6624,0.0,1.0,1.0,1.0,1.0,1.0,0.612541556,0.0,0.476460189,1.0,1.0,1.0,1.0,1.0,0.8542974,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.853129625,0.0,0.753927018,0.753966575,0.753989362,1.0
44,1.0,0.3901,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5075,0.3901,0.0,1.0,0.3178,1.0,1.0,1.0,1.0,1.0,1.0,0.6573,0.3178,0.0,1.0,0.6624,1.0,1.0,1.0,0.584,0.6624,0.0,1.0,1.0,1.0,1.0,1.0,0.576890111,0.0,0.97957474,1.0,1.0,1.0,1.0,1.0,0.638969183,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.899047196,0.0,0.731150314,0.731119103,0.731382979,1.0
45,1.0,0.3901,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2177,0.3901,0.0,1.0,0.3178,1.0,1.0,1.0,1.0,1.0,1.0,0.2502,0.3178,0.0,1.0,0.6624,1.0,1.0,1.0,0.0448,0.6624,0.0,1.0,1.0,1.0,1.0,1.0,0.103799678,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.202495888,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.142290503,0.0,0.697921701,0.697905648,0.698138298,1.0
46,1.0,0.3901,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6852,0.3901,0.0,1.0,0.3178,1.0,1.0,1.0,1.0,1.0,1.0,0.6105,0.3178,0.0,1.0,0.6624,1.0,1.0,1.0,0.3925,0.6624,0.0,1.0,1.0,1.0,1.0,1.0,0.553805888,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.600691378,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.767983377,0.0,0.650072499,0.650095198,0.650265957,1.0
47,1.0,0.3901,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8063,0.3901,0.0,1.0,0.3178,1.0,1.0,1.0,1.0,1.0,1.0,0.6075,0.3178,0.0,1.0,0.6624,1.0,1.0,1.0,0.3484,0.6624,0.0,1.0,1.0,1.0,1.0,1.0,0.613865554,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.629161656,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.61280477,0.0,0.592858869,0.592764967,0.592641844,1.0
48,1.0,0.3901,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8128,0.3901,0.0,1.0,0.3178,1.0,1.0,1.0,1.0,1.0,1.0,0.5927,0.3178,0.0,1.0,0.6624,1.0,1.0,1.0,0.4006,0.6624,0.0,1.0,1.0,1.0,1.0,1.0,0.698983371,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.520045877,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.594156086,0.0,0.540055582,0.540088851,0.540336879,1.0
