Time_Index,NENGREST_biomass_1,NENGREST_conventional_hydroelectric_1,NENGREST_hydroelectric_pumped_storage_1,NENGREST_natural_gas_fired_combined_cycle_1,NENGREST_natural_gas_fired_combined_cycle_2,NENGREST_natural_gas_fired_combustion_turbine_1,NENGREST_natural_gas_fired_combustion_turbine_2,NENGREST_natural_gas_steam_turbine_1,NENGREST_nuclear_1,NENGREST_offshore_wind_turbine_1,NENGREST_onshore_wind_turbine_1,NENGREST_small_hydroelectric_1,NENGREST_solar_photovoltaic_1,NENG_CT_biomass_1,NENG_CT_conventional_hydroelectric_1,NENG_CT_hydroelectric_pumped_storage_1,NENG_CT_natural_gas_fired_combined_cycle_1,NENG_CT_natural_gas_fired_combined_cycle_2,NENG_CT_natural_gas_fired_combustion_turbine_1,NENG_CT_natural_gas_fired_combustion_turbine_2,NENG_CT_nuclear_1,NENG_CT_onshore_wind_turbine_1,NENG_CT_small_hydroelectric_1,NENG_CT_solar_photovoltaic_1,NENG_ME_biomass_1,NENG_ME_conventional_hydroelectric_1,NENG_ME_natural_gas_fired_combined_cycle_1,NENG_ME_natural_gas_fired_combined_cycle_2,NENG_ME_natural_gas_fired_combustion_turbine_1,NENG_ME_onshore_wind_turbine_1,NENG_ME_small_hydroelectric_1,NENG_ME_solar_photovoltaic_1,NENGREST_naturalgas_ccccsavgcf_mid_0,NENGREST_naturalgas_ccavgcf_mid_0,NENGREST_naturalgas_ctavgcf_mid_0,NENGREST_battery_mid_0,NENGREST_naturalgas_ccs100_mid_0,NENGREST_landbasedwind_ltrg1_mid_130_1,NENGREST_utilitypv_losangeles_mid_80_0_2_1,NENGREST_offshorewind_otrg3_mid_fixed_1_176_77_1,NENG_CT_naturalgas_ccccsavgcf_mid_0,NENG_CT_naturalgas_ccavgcf_mid_0,NENG_CT_naturalgas_ctavgcf_mid_0,NENG_CT_battery_mid_0,NENG_CT_naturalgas_ccs100_mid_0,NENG_CT_landbasedwind_ltrg1_mid_110_1,NENG_CT_utilitypv_losangeles_mid_80_0_2_1,NENG_CT_offshorewind_otrg3_mid_fixed_1_176_77_1,NENG_ME_naturalgas_ccccsavgcf_mid_0,NENG_ME_naturalgas_ccavgcf_mid_0,NENG_ME_naturalgas_ctavgcf_mid_0,NENG_ME_battery_mid_0,NENG_ME_naturalgas_ccs100_mid_0,NENG_ME_landbasedwind_ltrg1_mid_110_1,NENG_ME_utilitypv_losangeles_mid_100_0_2_1,NENGREST_heat_load_shifting_1,NENG_CT_heat_load_shifting_1,NENG_ME_heat_load_shifting_1,NENGREST_Fusion
1456,1.0,0.4245,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1894,0.4245,0.5492,1.0,0.2862,1.0,1.0,1.0,1.0,1.0,1.0,0.1142,0.2862,0.5849,1.0,0.5453,1.0,1.0,1.0,0.2062,0.5453,0.5321,1.0,1.0,1.0,1.0,1.0,0.14764674,0.998052597,0.205554575,1.0,1.0,1.0,1.0,1.0,0.107147112,0.999577165,0.115237445,1.0,1.0,1.0,1.0,1.0,0.368981183,0.935413599,0.53842436,0.538607997,0.53856383,1.0
1457,1.0,0.4245,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2479,0.4245,0.3739,1.0,0.2862,1.0,1.0,1.0,1.0,1.0,1.0,0.1179,0.2862,0.4262,1.0,0.5453,1.0,1.0,1.0,0.2957,0.5453,0.3501,1.0,1.0,1.0,1.0,1.0,0.192644149,0.931230724,0.42768389,1.0,1.0,1.0,1.0,1.0,0.123146296,0.939841926,0.5544644,1.0,1.0,1.0,1.0,1.0,0.51755619,0.891582727,0.534195263,0.534165433,0.534131206,1.0
1458,1.0,0.4245,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.267,0.4245,0.1552,1.0,0.2862,1.0,1.0,1.0,1.0,1.0,1.0,0.1817,0.2862,0.2129,1.0,0.5453,1.0,1.0,1.0,0.1539,0.5453,0.1298,1.0,1.0,1.0,1.0,1.0,0.245497525,0.699574113,0.726032972,1.0,1.0,1.0,1.0,1.0,0.184592381,0.716006815,1.0,1.0,1.0,1.0,1.0,1.0,0.260985225,0.672774911,0.531114065,0.531203723,0.531471631,1.0
1459,1.0,0.4245,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.305,0.4245,0.0324,1.0,0.2862,1.0,1.0,1.0,1.0,1.0,1.0,0.1916,0.2862,0.0599,1.0,0.5453,1.0,1.0,1.0,0.1798,0.5453,0.0206,1.0,1.0,1.0,1.0,1.0,0.330435753,0.322303444,0.930636942,1.0,1.0,1.0,1.0,1.0,0.214155763,0.338781863,1.0,1.0,1.0,1.0,1.0,1.0,0.342008829,0.289676547,0.526703722,0.526761159,0.527039007,1.0
1460,1.0,0.4245,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.294,0.4245,0.0,1.0,0.2862,1.0,1.0,1.0,1.0,1.0,1.0,0.1401,0.2862,0.0,1.0,0.5453,1.0,1.0,1.0,0.2197,0.5453,0.0,1.0,1.0,1.0,1.0,1.0,0.276343435,0.0,0.982862175,1.0,1.0,1.0,1.0,1.0,0.216852203,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.523256302,0.0,0.544586757,0.544742966,0.544769504,1.0
1461,1.0,0.4245,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2073,0.4245,0.0,1.0,0.2862,1.0,1.0,1.0,1.0,1.0,1.0,0.2576,0.2862,0.0,1.0,0.5453,1.0,1.0,1.0,0.3421,0.5453,0.0,1.0,1.0,1.0,1.0,1.0,0.266328931,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.335053325,0.0,0.923255324,1.0,1.0,1.0,1.0,1.0,0.676800609,0.0,0.555099082,0.555108949,0.554964539,1.0
1462,1.0,0.4245,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3748,0.4245,0.0,1.0,0.2862,1.0,1.0,1.0,1.0,1.0,1.0,0.2697,0.2862,0.0,1.0,0.5453,1.0,1.0,1.0,0.3318,0.5453,0.0,1.0,1.0,1.0,1.0,1.0,0.37749368,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.462889075,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.653873563,0.0,0.526220396,0.526338058,0.526152482,1.0
1463,1.0,0.4245,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3475,0.4245,0.0,1.0,0.2862,1.0,1.0,1.0,1.0,1.0,1.0,0.2587,0.2862,0.0,1.0,0.5453,1.0,1.0,1.0,0.3957,0.5453,0.0,1.0,1.0,1.0,1.0,1.0,0.31583336,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.395368576,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.723086774,0.0,0.483144031,0.483181722,0.483156028,1.0
1464,1.0,0.4245,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.448,0.4245,0.0,1.0,0.2862,1.0,1.0,1.0,1.0,1.0,1.0,0.3602,0.2862,0.0,1.0,0.5453,1.0,1.0,1.0,0.3592,0.5453,0.0,1.0,1.0,1.0,1.0,1.0,0.402784705,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.440958828,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.743967891,0.0,0.436684389,0.436852126,0.436613475,1.0
1465,1.0,0.4245,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3695,0.4245,0.0,1.0,0.2862,1.0,1.0,1.0,1.0,1.0,1.0,0.309,0.2862,0.0,1.0,0.5453,1.0,1.0,1.0,0.4096,0.5453,0.0,1.0,1.0,1.0,1.0,1.0,0.360299915,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.35782516,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.812541008,0.0,0.404059932,0.404061773,0.404255319,1.0
1466,1.0,0.4245,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4104,0.4245,0.0,1.0,0.2862,1.0,1.0,1.0,1.0,1.0,1.0,0.2944,0.2862,0.0,1.0,0.5453,1.0,1.0,1.0,0.4057,0.5453,0.0,1.0,1.0,1.0,1.0,1.0,0.430584729,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.356063873,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.794231355,0.0,0.385029,0.385022213,0.385195035,1.0
1467,1.0,0.4245,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.412,0.4245,0.0,1.0,0.2862,1.0,1.0,1.0,1.0,1.0,1.0,0.2815,0.2862,0.0,1.0,0.5453,1.0,1.0,1.0,0.3056,0.5453,0.0,1.0,1.0,1.0,1.0,1.0,0.506457686,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.312273145,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.668741107,0.0,0.374214596,0.374233129,0.374113475,1.0
1468,1.0,0.4245,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4122,0.4245,0.0,1.0,0.2862,1.0,1.0,1.0,1.0,1.0,1.0,0.3507,0.2862,0.0,1.0,0.5453,1.0,1.0,1.0,0.3764,0.5453,0.0,1.0,1.0,1.0,1.0,1.0,0.547450244,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4063164,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.725850284,0.0,0.371918801,0.371906072,0.371897163,1.0
1469,1.0,0.4245,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4699,0.4245,0.0,1.0,0.2862,1.0,1.0,1.0,1.0,1.0,1.0,0.3011,0.2862,0.0,1.0,0.5453,1.0,1.0,1.0,0.3475,0.5453,0.0,1.0,1.0,1.0,1.0,1.0,0.624615014,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.411764205,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.714150071,0.0,0.376147898,0.376137085,0.375886525,1.0
1470,1.0,0.4245,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.336,0.4245,0.0,1.0,0.2862,1.0,1.0,1.0,1.0,1.0,1.0,0.3292,0.2862,0.0,1.0,0.5453,1.0,1.0,1.0,0.3264,0.5453,0.0,1.0,1.0,1.0,1.0,1.0,0.470374823,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.399669975,0.0,0.814881146,1.0,1.0,1.0,1.0,1.0,0.660247087,0.0,0.392278879,0.392214935,0.392287234,1.0
1471,1.0,0.4245,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2757,0.4245,0.0727,1.0,0.2862,1.0,1.0,1.0,1.0,1.0,1.0,0.1094,0.2862,0.0994,1.0,0.5453,1.0,1.0,1.0,0.2782,0.5453,0.0626,1.0,1.0,1.0,1.0,1.0,0.307447165,0.471886396,0.986908853,1.0,1.0,1.0,1.0,1.0,0.156918198,0.331526309,0.610193193,1.0,1.0,1.0,1.0,1.0,0.574186683,0.560416818,0.41300145,0.412946901,0.413120567,1.0
1472,1.0,0.4245,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1409,0.4245,0.2557,1.0,0.2862,1.0,1.0,1.0,1.0,1.0,1.0,0.1092,0.2862,0.2751,1.0,0.5453,1.0,1.0,1.0,0.1128,0.5453,0.2504,1.0,1.0,1.0,1.0,1.0,0.09603256,0.752766371,0.980601907,1.0,1.0,1.0,1.0,1.0,0.129552796,0.693021357,0.546091914,1.0,1.0,1.0,1.0,1.0,0.288349301,0.813744307,0.450217496,0.450179818,0.45035461,1.0
1473,1.0,0.4245,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0562,0.4245,0.4497,1.0,0.2862,1.0,1.0,1.0,1.0,1.0,1.0,0.0246,0.2862,0.4564,1.0,0.5453,1.0,1.0,1.0,0.12,0.5453,0.444,1.0,1.0,1.0,1.0,1.0,0.032651946,0.917388439,0.87109983,1.0,1.0,1.0,1.0,1.0,0.037278797,0.906100512,0.44013536,1.0,1.0,1.0,1.0,1.0,0.22914353,0.961844623,0.483264862,0.483181722,0.483156028,1.0
1474,1.0,0.4245,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0138,0.4245,0.5925,1.0,0.2862,1.0,1.0,1.0,1.0,1.0,1.0,0.0466,0.2862,0.6063,1.0,0.5453,1.0,1.0,1.0,0.1664,0.5453,0.6114,1.0,1.0,1.0,1.0,1.0,0.019374562,0.962516665,0.599432647,1.0,1.0,1.0,1.0,1.0,0.038805664,0.927363694,0.307992667,1.0,1.0,1.0,1.0,1.0,0.31790182,0.903873622,0.503504108,0.503490586,0.503546099,1.0
1475,1.0,0.4245,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0215,0.4245,0.704,1.0,0.2862,1.0,1.0,1.0,1.0,1.0,1.0,0.066,0.2862,0.717,1.0,0.5453,1.0,1.0,1.0,0.1728,0.5453,0.7222,1.0,1.0,1.0,1.0,1.0,0.028838929,0.989628017,0.306328475,1.0,1.0,1.0,1.0,1.0,0.055897258,0.998014271,0.163761526,1.0,1.0,1.0,1.0,1.0,0.330778927,0.918700933,0.511478975,0.511529511,0.511524823,1.0
1476,1.0,0.4245,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0618,0.4245,0.7225,1.0,0.2862,1.0,1.0,1.0,1.0,1.0,1.0,0.1283,0.2862,0.7277,1.0,0.5453,1.0,1.0,1.0,0.2218,0.5453,0.708,1.0,1.0,1.0,1.0,1.0,0.053736739,0.998208344,0.353666186,1.0,1.0,1.0,1.0,1.0,0.101137586,0.961816728,0.10375943,1.0,1.0,1.0,1.0,1.0,0.348830342,0.96350354,0.509364427,0.509414005,0.509308511,1.0
1477,1.0,0.4245,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.111,0.4245,0.701,1.0,0.2862,1.0,1.0,1.0,1.0,1.0,1.0,0.0399,0.2862,0.6985,1.0,0.5453,1.0,1.0,1.0,0.3554,0.5453,0.6729,1.0,1.0,1.0,1.0,1.0,0.033874854,0.973093271,0.503898203,1.0,1.0,1.0,1.0,1.0,0.038357183,0.988126278,0.043291625,1.0,1.0,1.0,1.0,1.0,0.474205762,0.961141765,0.501933301,0.501798181,0.502216312,1.0
1478,1.0,0.4245,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1933,0.4245,0.6769,1.0,0.2862,1.0,1.0,1.0,1.0,1.0,1.0,0.0455,0.2862,0.6616,1.0,0.5453,1.0,1.0,1.0,0.4032,0.5453,0.5957,1.0,1.0,1.0,1.0,1.0,0.041645333,0.961446822,0.383917272,1.0,1.0,1.0,1.0,1.0,0.068082914,0.887316585,0.250566244,1.0,1.0,1.0,1.0,1.0,0.483246565,0.882935286,0.49262929,0.492701502,0.492907801,1.0
1479,1.0,0.4245,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3495,0.4245,0.5474,1.0,0.2862,1.0,1.0,1.0,1.0,1.0,1.0,0.1391,0.2862,0.5647,1.0,0.5453,1.0,1.0,1.0,0.3807,0.5453,0.4928,1.0,1.0,1.0,1.0,1.0,0.118403032,0.709434032,0.532284319,1.0,1.0,1.0,1.0,1.0,0.146606714,0.713641644,0.312600791,1.0,1.0,1.0,1.0,1.0,0.413008183,0.784994185,0.484533591,0.484662577,0.484929078,1.0
1480,1.0,0.4245,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.565,0.4245,0.3879,1.0,0.2862,1.0,1.0,1.0,1.0,1.0,1.0,0.1669,0.2862,0.4475,1.0,0.5453,1.0,1.0,1.0,0.3639,0.5453,0.4251,1.0,1.0,1.0,1.0,1.0,0.278095156,0.642230988,0.796129584,1.0,1.0,1.0,1.0,1.0,0.164719909,0.733059347,0.409595847,1.0,1.0,1.0,1.0,1.0,0.308310151,0.626287282,0.481694055,0.481700867,0.481826241,1.0
1481,1.0,0.4245,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4684,0.4245,0.2913,1.0,0.2862,1.0,1.0,1.0,1.0,1.0,1.0,0.3392,0.2862,0.3432,1.0,0.5453,1.0,1.0,1.0,0.2073,0.5453,0.2452,1.0,1.0,1.0,1.0,1.0,0.188652128,0.715679884,0.885837972,1.0,1.0,1.0,1.0,1.0,0.30519554,0.739502966,0.526640356,1.0,1.0,1.0,1.0,1.0,0.24018383,0.519256711,0.483687772,0.483816374,0.483599291,1.0
1482,1.0,0.4245,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3858,0.4245,0.1353,1.0,0.2862,1.0,1.0,1.0,1.0,1.0,1.0,0.1913,0.2862,0.192,1.0,0.5453,1.0,1.0,1.0,0.1283,0.5453,0.1209,1.0,1.0,1.0,1.0,1.0,0.162878081,0.434168965,1.0,1.0,1.0,1.0,1.0,1.0,0.233457774,0.580409288,0.503321767,1.0,1.0,1.0,1.0,1.0,0.244095877,0.360286474,0.489729338,0.489739793,0.489804965,1.0
1483,1.0,0.4245,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3371,0.4245,0.0179,1.0,0.2862,1.0,1.0,1.0,1.0,1.0,1.0,0.1098,0.2862,0.0412,1.0,0.5453,1.0,1.0,1.0,0.1259,0.5453,0.0121,1.0,1.0,1.0,1.0,1.0,0.233313501,0.181796446,1.0,1.0,1.0,1.0,1.0,1.0,0.225192457,0.220783636,0.651734591,1.0,1.0,1.0,1.0,1.0,0.296786934,0.142402381,0.49262929,0.492701502,0.492907801,1.0
1484,1.0,0.4245,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2723,0.4245,0.0,1.0,0.2862,1.0,1.0,1.0,1.0,1.0,1.0,0.5293,0.2862,0.0,1.0,0.5453,1.0,1.0,1.0,0.149,0.5453,0.0,1.0,1.0,1.0,1.0,1.0,0.231355757,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.550059438,0.0,0.925268114,1.0,1.0,1.0,1.0,1.0,0.389651448,0.0,0.511599807,0.511741062,0.511524823,1.0
1485,1.0,0.4245,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2714,0.4245,0.0,1.0,0.2862,1.0,1.0,1.0,1.0,1.0,1.0,0.2411,0.2862,0.0,1.0,0.5453,1.0,1.0,1.0,0.1879,0.5453,0.0,1.0,1.0,1.0,1.0,1.0,0.271391541,0.0,0.999638915,1.0,1.0,1.0,1.0,1.0,0.288198948,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.504854381,0.0,0.520420493,0.520414639,0.520833333,1.0
1486,1.0,0.4245,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3167,0.4245,0.0,1.0,0.2862,1.0,1.0,1.0,1.0,1.0,1.0,0.3055,0.2862,0.0,1.0,0.5453,1.0,1.0,1.0,0.1697,0.5453,0.0,1.0,1.0,1.0,1.0,1.0,0.359315097,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.371512622,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.484294832,0.0,0.494804253,0.494817009,0.495124113,1.0
1487,1.0,0.4245,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2431,0.4245,0.0,1.0,0.2862,1.0,1.0,1.0,1.0,1.0,1.0,0.333,0.2862,0.0,1.0,0.5453,1.0,1.0,1.0,0.1341,0.5453,0.0,1.0,1.0,1.0,1.0,1.0,0.271676004,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.426157176,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.433634788,0.0,0.456681972,0.456737889,0.456560284,1.0
1488,1.0,0.4245,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2779,0.4245,0.0,1.0,0.2862,1.0,1.0,1.0,1.0,1.0,1.0,0.4237,0.2862,0.0,1.0,0.5453,1.0,1.0,1.0,0.1033,0.5453,0.0,1.0,1.0,1.0,1.0,1.0,0.200665563,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.508299828,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.270943999,0.0,0.418197197,0.418235667,0.417996454,1.0
1489,1.0,0.4245,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3287,0.4245,0.0,1.0,0.2862,1.0,1.0,1.0,1.0,1.0,1.0,0.6883,0.2862,0.0,1.0,0.5453,1.0,1.0,1.0,0.1525,0.5453,0.0,1.0,1.0,1.0,1.0,1.0,0.243217021,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.709250212,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.275851309,0.0,0.387566457,0.387560821,0.38785461,1.0
1490,1.0,0.4245,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4429,0.4245,0.0,1.0,0.2862,1.0,1.0,1.0,1.0,1.0,1.0,0.4347,0.2862,0.0,1.0,0.5453,1.0,1.0,1.0,0.1973,0.5453,0.0,1.0,1.0,1.0,1.0,1.0,0.289839625,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.498681486,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25200367,0.0,0.368354277,0.36830971,0.368351064,1.0
1491,1.0,0.4245,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4621,0.4245,0.0,1.0,0.2862,1.0,1.0,1.0,1.0,1.0,1.0,0.1512,0.2862,0.0,1.0,0.5453,1.0,1.0,1.0,0.1865,0.5453,0.0,1.0,1.0,1.0,1.0,1.0,0.308891475,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.241931498,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.250362277,0.0,0.357056549,0.357097525,0.356826241,1.0
1492,1.0,0.4245,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4873,0.4245,0.0,1.0,0.2862,1.0,1.0,1.0,1.0,1.0,1.0,0.2217,0.2862,0.0,1.0,0.5453,1.0,1.0,1.0,0.1837,0.5453,0.0,1.0,1.0,1.0,1.0,1.0,0.329027593,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.310863078,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.275183827,0.0,0.352706622,0.352654961,0.352393617,1.0
1493,1.0,0.4245,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4178,0.4245,0.0,1.0,0.2862,1.0,1.0,1.0,1.0,1.0,1.0,0.253,0.2862,0.0,1.0,0.5453,1.0,1.0,1.0,0.151,0.5453,0.0,1.0,1.0,1.0,1.0,1.0,0.33051154,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.328347325,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.283706397,0.0,0.353492025,0.353501164,0.353280142,1.0
1494,1.0,0.4245,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2618,0.4245,0.0,1.0,0.2862,1.0,1.0,1.0,1.0,1.0,1.0,0.1193,0.2862,0.0,1.0,0.5453,1.0,1.0,1.0,0.1853,0.5453,0.0,1.0,1.0,1.0,1.0,1.0,0.221717939,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.162438959,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.434088975,0.0,0.361708555,0.36175164,0.361702128,1.0
1495,1.0,0.4245,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1582,0.4245,0.0607,1.0,0.2862,1.0,1.0,1.0,1.0,1.0,1.0,0.0055,0.2862,0.0579,1.0,0.5453,1.0,1.0,1.0,0.1896,0.5453,0.0624,1.0,1.0,1.0,1.0,1.0,0.115911886,0.351738423,1.0,1.0,1.0,1.0,1.0,1.0,0.015220839,0.204348043,0.860318422,1.0,1.0,1.0,1.0,1.0,0.421843529,0.529806674,0.373368777,0.373386926,0.37322695,1.0
1496,1.0,0.4245,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1232,0.4245,0.2295,1.0,0.2862,1.0,1.0,1.0,1.0,1.0,1.0,0.0255,0.2862,0.2299,1.0,0.5453,1.0,1.0,1.0,0.0927,0.5453,0.2296,1.0,1.0,1.0,1.0,1.0,0.081068873,0.655867398,0.997082829,1.0,1.0,1.0,1.0,1.0,0.037632018,0.54396981,0.654098451,1.0,1.0,1.0,1.0,1.0,0.330988973,0.797651112,0.401341228,0.401311614,0.401152482,1.0
1497,1.0,0.4245,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.059,0.4245,0.3989,1.0,0.2862,1.0,1.0,1.0,1.0,1.0,1.0,0.0473,0.2862,0.4242,1.0,0.5453,1.0,1.0,1.0,0.0219,0.5453,0.3904,1.0,1.0,1.0,1.0,1.0,0.02683218,0.821093976,0.993757606,1.0,1.0,1.0,1.0,1.0,0.059833225,0.793237925,1.0,1.0,1.0,1.0,1.0,1.0,0.141516477,0.92774564,0.439644756,0.439813835,0.439716312,1.0
1498,1.0,0.4245,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0855,0.4245,0.5445,1.0,0.2862,1.0,1.0,1.0,1.0,1.0,1.0,0.0508,0.2862,0.5574,1.0,0.5453,1.0,1.0,1.0,0.0545,0.5453,0.5535,1.0,1.0,1.0,1.0,1.0,0.072000474,0.879803538,1.0,1.0,1.0,1.0,1.0,1.0,0.051144172,0.895340264,1.0,1.0,1.0,1.0,1.0,1.0,0.156160891,0.963061094,0.469006767,0.469007827,0.468971631,1.0
1499,1.0,0.4245,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1467,0.4245,0.6313,1.0,0.2862,1.0,1.0,1.0,1.0,1.0,1.0,0.0012,0.2862,0.6353,1.0,0.5453,1.0,1.0,1.0,0.0701,0.5453,0.6605,1.0,1.0,1.0,1.0,1.0,0.075858794,0.862598062,1.0,1.0,1.0,1.0,1.0,1.0,0.012609165,0.893304944,1.0,1.0,1.0,1.0,1.0,1.0,0.185343504,0.976727486,0.48441276,0.484451026,0.484485816,1.0
1500,1.0,0.4245,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2461,0.4245,0.5756,1.0,0.2862,1.0,1.0,1.0,1.0,1.0,1.0,0.0524,0.2862,0.617,1.0,0.5453,1.0,1.0,1.0,0.1372,0.5453,0.6851,1.0,1.0,1.0,1.0,1.0,0.11694961,0.818359971,1.0,1.0,1.0,1.0,1.0,1.0,0.064122111,0.843741238,1.0,1.0,1.0,1.0,1.0,1.0,0.298200667,0.943724751,0.493052199,0.493124603,0.493351064,1.0
1501,1.0,0.4245,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3683,0.4245,0.4796,1.0,0.2862,1.0,1.0,1.0,1.0,1.0,1.0,0.123,0.2862,0.5755,1.0,0.5453,1.0,1.0,1.0,0.2046,0.5453,0.6966,1.0,1.0,1.0,1.0,1.0,0.24365741,0.665924668,1.0,1.0,1.0,1.0,1.0,1.0,0.139003828,0.793799698,1.0,1.0,1.0,1.0,1.0,1.0,0.273509026,0.956639647,0.494925085,0.494817009,0.495124113,1.0
1502,1.0,0.4245,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4465,0.4245,0.4497,1.0,0.2862,1.0,1.0,1.0,1.0,1.0,1.0,0.2201,0.2862,0.5562,1.0,0.5453,1.0,1.0,1.0,0.1817,0.5453,0.6798,1.0,1.0,1.0,1.0,1.0,0.361936659,0.725093246,1.0,1.0,1.0,1.0,1.0,1.0,0.235522792,0.696265399,1.0,1.0,1.0,1.0,1.0,1.0,0.137662351,0.970710993,0.491300145,0.491220647,0.491578014,1.0
