Constraint,CapRes_1
t4725,1.0682625596801964e-5
t4726,8.100215352441062e-6
t4727,5.952644208033823e-6
t4728,4.04284580939923e-6
t4729,2.071735762710218e-6
t4730,1.698754529925897e-6
t4731,1.7140044562985925e-6
t4732,1.8900751675931282e-6
t4733,1.989401333257106e-6
t4734,2.560841640702989e-6
t4735,3.0405031335838282e-6
t4736,3.706979899109639e-6
t4737,4.801409961876494e-6
t4738,8.949439191823214e-6
t4739,1.1840935465955448e-5
t4740,1.4146239432416056e-5
t4741,1.7774271990582403e-5
t4742,1.5740187263533566e-5
t4743,1.3254086254039278e-5
t4744,1.0841314730434545e-5
t4745,7.350638455397725e-6
t4746,6.206329475921094e-5
t4747,3.1212084816863946e-5
t4748,1.8338601308980276e-5
t4749,1.6605396710965525e-5
t4750,1.3994043347410092e-5
t4751,7.024458422399791e-6
t4752,3.4625872132861084e-6
t4753,2.452688538804198e-6
t4754,1.8478347571896548e-6
t4755,1.683386395888419e-6
t4756,1.6508056852687285e-6
t4757,1.6600443372402099e-6
t4758,1.858962531286417e-6
t4759,2.4251974444195334e-6
t4760,2.998842967740272e-6
t4761,3.6870256654785375e-6
t4762,3.5015360167158204e-6
t4763,3.882154636728349e-6
t4764,4.701451437635796e-6
t4765,6.8042700554589975e-6
t4766,6.496241028302773e-6
t4767,7.56645719559161e-6
t4768,5.731769820515383e-6
t4769,4.907708410877051e-6
t4770,8.881511395176697e-6
t4771,0.00011162088544993097
t4772,0.00028387589911333885
t4773,9.21951003949146e-5
t4774,6.690789151929768e-5
t4775,5.535839361899405e-6
t4776,2.73787575733214e-6
t4777,1.6727799218039522e-6
t4778,1.8947167960093474e-6
t4779,2.3475733243331533e-6
t4780,2.375191389465964e-6
t4781,2.287324649535856e-6
t4782,2.175773209842743e-6
t4783,1.754768333980012e-6
t4784,1.9552198242692373e-6
t4785,2.20822849903684e-6
t4786,2.2126954512704455e-6
t4787,2.3628190786914224e-6
t4788,2.319567639356561e-6
t4789,2.350822837179744e-6
t4790,2.3881308445013013e-6
t4791,2.2266599519945953e-6
t4792,3.240875484095439e-6
t4793,3.1839728903396298e-6
t4794,4.041672103698619e-6
t4795,6.662169625416862e-6
t4796,5.2231569767854545e-6
t4797,4.850523832705665e-6
t4798,4.947891012640847e-6
t4799,3.76631872058545e-6
t4800,2.6880581128781896e-6
t4801,2.1543983605223017e-6
t4802,1.984597240812352e-6
t4803,1.7597819909078613e-6
t4804,1.665087501292242e-6
t4805,1.6973206452922777e-6
t4806,1.8966815921977114e-6
t4807,1.7127955117501274e-6
t4808,1.958414755144524e-6
t4809,2.0959147748315235e-6
t4810,2.2554617892761184e-6
t4811,1.9195593090242157e-6
t4812,1.954988343522376e-6
t4813,1.9532332042159955e-6
t4814,1.9412191591445672e-6
t4815,1.91869583046037e-6
t4816,1.840473010753432e-6
t4817,1.8156740994081098e-6
t4818,2.2696727926056104e-6
t4819,3.5087507378337516e-6
t4820,2.635080755414664e-6
t4821,2.4371911691478794e-6
t4822,2.3517636414824744e-6
t4823,2.1900621539611637e-6
t4824,1.989423994324041e-6
t4825,1.7610840783006527e-6
t4826,1.701350052998391e-6
t4827,1.6529825536438914e-6
t4828,1.6555836311864363e-6
t4829,1.5768642195103081e-6
t4830,1.6774845913906585e-6
t4831,1.251719961376472e-6
t4832,1.1736993261401797e-6
t4833,1.2444353952062166e-6
t4834,1.329191216247318e-6
t4835,1.403483898884668e-6
t4836,1.4009719083318698e-6
t4837,1.4150639755708173e-6
t4838,1.4263808834727244e-6
t4839,1.4415318302488739e-6
t4840,1.4771372942985363e-6
t4841,1.5796299840141836e-6
t4842,1.8186982563577588e-6
t4843,3.011692765353429e-6
t4844,2.872938869358418e-6
t4845,2.905118323064392e-6
t4846,2.623713670857083e-6
t4847,2.3532069229212624e-6
t4848,2.3028156453170628e-6
t4849,1.9967877048992067e-6
t4850,1.7428685581492832e-6
t4851,1.8805168536171375e-6
t4852,1.843717015973003e-6
t4853,1.9547462352472174e-6
t4854,1.92227417005223e-6
t4855,1.8468040273300247e-6
t4856,1.4056691748672825e-6
t4857,1.4537948772471844e-6
t4858,1.5072949802871003e-6
t4859,1.5698473604812092e-6
t4860,1.637575219880864e-6
t4861,1.6463787016106476e-6
t4862,1.7264560864537126e-6
t4863,1.8811895219034069e-6
t4864,2.140322005290616e-6
t4865,2.423704269293522e-6
t4866,3.0468683960700383e-6
t4867,4.7417423142398795e-6
t4868,4.467901737290621e-6
t4869,4.580213214578215e-6
t4870,4.337575691836379e-6
t4871,3.627327948062194e-6
t4872,2.707271581774817e-6
t4873,2.3143924831939957e-6
t4874,1.9042422009206457e-6
t4875,1.7833167599929965e-6
t4876,1.6550207636383906e-6
t4877,1.8798077713705889e-6
t4878,2.196316420894925e-6
t4879,3.0032766333671756e-6
t4880,3.4521282196935903e-6
t4881,3.859178479301506e-6
t4882,3.1035958958045617e-6
t4883,3.147771826352966e-6
t4884,2.4441196704423583e-6
t4885,2.189064712821311e-6
t4886,2.2712017363912372e-6
t4887,2.3615745814404364e-6
t4888,2.711081810529062e-6
t4889,3.3217968997724263e-6
t4890,4.920230431344004e-6
t4891,5.04571869798384e-6
t4892,3.922838848935927e-6
t4893,3.8858744153493735e-6
t4894,3.627025732029353e-6
t4895,3.161759324474864e-6
t4896,2.2129015576350736e-6
t4897,1.774583493358877e-6
t4898,1.3524263504168986e-6
t4899,1.3310252197442044e-6
t4900,1.3195585704585763e-6
t4901,1.3397807786903137e-6
t4902,1.3921788559451844e-6
t4903,1.988552660577488e-6
t4904,1.9473083930537153e-6
t4905,2.1487298035404588e-6
t4906,2.213796933192909e-6
t4907,2.7018832797284504e-6
t4908,2.7100781854112926e-6
t4909,3.686238083345324e-6
t4910,4.220621507141771e-6
t4911,2.9267658907100133e-6
t4912,2.7784783437416418e-6
t4913,2.8823345819695295e-6
t4914,3.7499253002126745e-6
t4915,5.218049802496979e-6
t4916,9.958012877835685e-6
t4917,8.586531103865753e-6
t4918,7.540148534990083e-6
t4919,3.9801329199231e-6
t4920,1.8887902191680041e-6
t4921,1.282095555567528e-6
t4922,1.1790188674991055e-6
t4923,1.0691274649499002e-6
t4924,1.0234441484700712e-6
t4925,1.0197978133653943e-6
t4926,1.2320112195056697e-6
t4927,1.3580647688267142e-6
t4928,1.1586701447185983e-6
t4929,1.334866015343025e-6
t4930,1.5724171010808028e-6
t4931,1.5567142213172948e-6
t4932,1.78207613630952e-6
t4933,1.7657792380716782e-6
t4934,1.8002941135911293e-6
t4935,1.7830302032552433e-6
t4936,1.931018837615584e-6
t4937,2.2640011725065116e-6
t4938,3.5504852480214846e-6
t4939,6.734960410274447e-6
t4940,6.1427215365861805e-6
t4941,6.0931192365077785e-6
t4942,5.524212017322244e-6
t4943,4.1475800532210174e-6
t4944,2.608446113432938e-6
t4945,2.2456958447501075e-6
t4946,1.7643964763068499e-6
t4947,1.465419601262446e-6
t4948,1.2650153800226677e-6
t4949,1.5261875416143296e-6
t4950,1.360942435717984e-6
t4951,1.574384040658279e-6
t4952,1.8243307678313327e-6
t4953,2.174335941688968e-6
t4954,2.4422297650192026e-6
t4955,2.549859622730107e-6
t4956,2.5448661024123408e-6
t4957,2.1308886469973795e-6
t4958,2.1959616944080446e-6
t4959,2.674342225883106e-6
t4960,2.439624213476062e-6
t4961,3.630208819688794e-6
t4962,4.787543065722529e-6
t4963,4.067946158986593e-6
t4964,3.613811397181224e-6
t4965,3.4632606468630373e-6
t4966,3.2221015337507753e-6
t4967,2.753533349575464e-6
t4968,1.8207983958556053e-6
t4969,1.4819081598533031e-6
t4970,1.3385883016513537e-6
t4971,1.2999298904072224e-6
t4972,1.2912214763060817e-6
t4973,1.3302385250355816e-6
t4974,1.4833256898812374e-6
t4975,1.9941558969790058e-6
t4976,3.123409673218167e-6
t4977,2.7437824613556286e-6
t4978,2.542797605611403e-6
t4979,2.2310879408921205e-6
t4980,2.4639451573892883e-6
t4981,2.4082564059240677e-6
t4982,4.43458086676051e-6
t4983,2.8912551911466463e-6
t4984,2.2641860988717037e-6
t4985,2.1893364485950064e-6
t4986,3.134084746631737e-6
t4987,6.555276436339556e-6
t4988,6.7234685500517805e-6
t4989,6.466115650023478e-6
t4990,5.688848004021507e-6
t4991,4.622297609897961e-6
t4992,3.925862623479782e-6
t4993,2.853867571689204e-6
t4994,2.3951785289437484e-6
t4995,2.0910505858975106e-6
t4996,2.064425298580121e-6
t4997,2.071158973128283e-6
t4998,2.2898252161302987e-6
t4999,2.535901030681512e-6
t5000,2.394359279434837e-6
t5001,2.4042694450149595e-6
t5002,2.099384350266838e-6
t5003,2.591834852995697e-6
t5004,2.778945222103701e-6
t5005,2.9101744424488054e-6
t5006,2.8833438296551877e-6
t5007,3.6486360675302707e-6
t5008,4.203936336875869e-6
t5009,4.222950660962855e-6
t5010,4.744967436636262e-6
t5011,4.036601620367304e-6
t5012,3.3962555722767013e-6
t5013,3.438484724447396e-6
t5014,3.345399405477819e-6
t5015,3.14147955761841e-6
t5016,3.0612596376675524e-6
t5017,2.401564026858994e-6
t5018,1.859973235055246e-6
t5019,1.5333117697921842e-6
t5020,1.3596232738350325e-6
t5021,1.5248136927085025e-6
t5022,1.7896879714592726e-6
t5023,2.0010802001408874e-6
t5024,2.1016012615707818e-6
t5025,2.2033344606910347e-6
t5026,2.281880336066224e-6
t5027,2.354651733082342e-6
t5028,2.395870014864767e-6
t5029,2.2937413423701873e-6
t5030,2.20657461585212e-6
t5031,2.900632442336269e-6
t5032,3.0662560394120265e-6
t5033,3.473452537237656e-6
t5034,4.1973301554228836e-6
t5035,4.331624684437785e-6
t5036,3.576941542728363e-6
t5037,3.4137558700948063e-6
t5038,3.2107315610187995e-6
t5039,2.922899191914594e-6
t5040,2.6149843857980676e-6
t5041,2.0495768000379945e-6
t5042,1.6003012425709985e-6
t5043,1.6878603629948207e-6
t5044,1.5192346843259402e-6
t5045,1.6918895017939437e-6
t5046,2.2071310817158343e-6
t5047,2.1425890831988303e-6
t5048,1.705055010085899e-6
t5049,1.8053635524545372e-6
t5050,1.9948192139124667e-6
t5051,2.193800350486817e-6
t5052,2.455209123814238e-6
t5053,2.7344016596592045e-6
t5054,2.9319477702980604e-6
t5055,3.323428462686639e-6
t5056,3.6607307410439394e-6
t5057,4.029343574303766e-6
t5058,5.114491481432807e-6
t5059,8.738652648193654e-6
t5060,1.0312916564052561e-5
t5061,1.0048794463145692e-5
t5062,8.185724609680105e-6
t5063,4.742662388681509e-6
t5064,3.1221242957371743e-6
t5065,2.3444884845868963e-6
t5066,2.0516578734901273e-6
t5067,1.8303333287041722e-6
t5068,1.7871414811331799e-6
t5069,1.9844314960735753e-6
t5070,2.3322295300735712e-6
t5071,2.4877994024667553e-6
t5072,1.9223043111435304e-6
t5073,2.0067139450898887e-6
t5074,2.063105634540671e-6
t5075,2.3137635553150177e-6
t5076,2.281678991297295e-6
t5077,2.349116571879391e-6
t5078,2.3615490430837617e-6
t5079,2.5221453463089615e-6
t5080,2.247653109038764e-6
t5081,2.331091514109387e-6
t5082,5.4391092840522394e-6
t5083,5.434239008810715e-6
t5084,4.576219429192037e-6
t5085,4.6529049785893986e-6
t5086,3.9690799047475165e-6
t5087,3.414322768041164e-6
t5088,3.054267514092957e-6
t5089,2.4938639265672162e-6
t5090,2.0107815749961613e-6
t5091,1.6626327755355664e-6
t5092,1.454338298408412e-6
t5093,1.5989961686331852e-6
t5094,1.8750395041755366e-6
t5095,2.4047211689108706e-6
t5096,2.935513298305894e-6
t5097,2.3825086352005365e-6
t5098,2.769509136204027e-6
t5099,3.304470361602938e-6
t5100,3.7868413638969754e-6
t5101,4.061331057383072e-6
t5102,4.79367824859679e-6
t5103,5.585156672096477e-6
t5104,8.98295712264527e-6
t5105,1.8980745905391375e-5
t5106,1.595773193145391e-5
t5107,1.2052675501957548e-5
t5108,1.1106611793644701e-5
t5109,1.1264655968406881e-5
t5110,1.006006514081177e-5
t5111,6.889408100915037e-6
t5112,4.115936732485638e-6
t5113,3.1799875500387373e-6
t5114,2.7043647283827533e-6
t5115,2.4136140729344276e-6
t5116,2.3802138844714997e-6
t5117,2.2878288585782908e-6
t5118,3.0175664739911556e-6
t5119,3.771703749298672e-6
t5120,3.743429459856409e-6
t5121,3.581756493495784e-6
t5122,3.9685811631000125e-6
t5123,4.468778858205215e-6
t5124,5.38904587669697e-6
t5125,6.306408500896241e-6
t5126,8.318105548727726e-6
t5127,9.862843229035558e-6
t5128,1.2323279559754117e-5
t5129,1.7084211511273276e-5
t5130,3.4988572708584324e-5
t5131,3.281032842040407
t5132,1010.4398671241994
t5133,892.1011794878449
t5134,0.000863058871243845
t5135,1.4657587137833377e-5
t5136,6.656147852061576e-6
t5137,3.035342015917867e-6
t5138,1.968090598565944e-6
t5139,1.5766021536575794e-6
t5140,1.5403308804436103e-6
t5141,1.7342969740230451e-6
t5142,2.6038167996620566e-6
t5143,4.013318590581527e-6
t5144,3.888975746057825e-6
t5145,3.8403753686799685e-6
t5146,4.18586258272792e-6
t5147,4.864847304686639e-6
t5148,3.413569561534596e-6
t5149,1.070138477090575e-5
t5150,4.326814258716469e-6
t5151,4.554539765126319e-6
t5152,5.8276051249421694e-6
t5153,9.712218032252288e-6
t5154,1.5533058075482874e-5
t5155,6.483657618650617e-5
t5156,2.492331945686561e-5
t5157,2.5509238680115947e-5
t5158,1.6320791905489242e-5
t5159,1.0791035997316177e-5
t5160,3.7572153448824503e-6
t5161,2.417580549714529e-6
t5162,2.135699239449714e-6
t5163,1.902436137608877e-6
t5164,2.179170867700571e-6
t5165,2.1842639881299863e-6
t5166,2.4080108654840467e-6
t5167,2.4971218728769403e-6
t5168,2.093811229056777e-6
t5169,2.419615055726049e-6
t5170,2.668884694270411e-6
t5171,2.83381379346132e-6
t5172,3.914126901721186e-6
t5173,5.197441749498661e-6
t5174,5.942253085694133e-6
t5175,5.73394194498784e-6
t5176,6.544851533867512e-6
t5177,1.010408175931019e-5
t5178,1.7066070116667655e-5
t5179,1.82622828248431e-5
t5180,1.1889129006372927e-5
t5181,1.0963989241265043e-5
t5182,9.901980283544314e-6
t5183,6.243121301993274e-6
t5184,3.03384946424116e-6
t5185,2.188520503349377e-6
t5186,1.95412596085746e-6
t5187,1.66434277261842e-6
t5188,1.555827598150483e-6
t5189,1.5145386740859732e-6
t5190,1.6063328222025193e-6
t5191,1.7613943957281841e-6
t5192,1.7712547678836464e-6
t5193,1.5555712713677115e-6
t5194,1.8424397478125191e-6
t5195,1.939550001293991e-6
t5196,1.9271919354947765e-6
t5197,1.995710498874093e-6
t5198,2.0400400883169255e-6
t5199,2.2464332295052526e-6
t5200,2.6356642678627963e-6
t5201,3.1403610078996457e-6
t5202,3.496840387732517e-6
t5203,3.162083855370734e-6
t5204,2.9973012603599123e-6
t5205,2.943226852367213e-6
t5206,2.778104724815678e-6
t5207,2.4633129611169817e-6
t5208,1.7704141867654806e-6
t5209,1.508070908490406e-6
t5210,1.4460500207286848e-6
t5211,1.3318006251714815e-6
t5212,1.2981008626194416e-6
t5213,1.4784372406692557e-6
t5214,1.8351833662641822e-6
t5215,1.8893817821645438e-6
t5216,2.018104733022061e-6
t5217,2.517672188540448e-6
t5218,2.780107114895485e-6
t5219,3.6946822002073975e-6
t5220,4.084172501439061e-6
t5221,4.3145167806278355e-6
t5222,4.449944695040092e-6
t5223,4.5965592907573284e-6
t5224,4.751034595477366e-6
t5225,4.182865591143474e-6
t5226,3.935257928550611e-6
t5227,6.5849626864038314e-6
t5228,7.585143470101728e-6
t5229,6.584923771423849e-6
t5230,5.4583697307207024e-6
t5231,4.115007604197415e-6
t5232,3.265226606470306e-6
t5233,2.513155727827121e-6
t5234,2.192986711389332e-6
t5235,1.9285570275474684e-6
t5236,1.973114202542541e-6
t5237,2.1560524205153583e-6
t5238,2.6649967869014335e-6
t5239,2.4421829766481523e-6
t5240,1.8642424319732935e-6
t5241,2.0285092044436594e-6
t5242,2.253457615115915e-6
t5243,2.5321838478598486e-6
t5244,2.9399102814168333e-6
t5245,3.3462986531811267e-6
t5246,3.6285616270289534e-6
t5247,3.853780078013625e-6
t5248,4.715574317304268e-6
t5249,5.281054926857029e-6
t5250,8.113856044226355e-6
t5251,2.1767538972246987e-5
t5252,1.3781278002959926e-5
t5253,1.3989283853268069e-5
t5254,1.2192161302073358e-5
t5255,8.67395942246491e-6
t5256,4.263111785151862e-6
t5257,2.982402112062366e-6
t5258,2.458357021430456e-6
t5259,2.1876211295730037e-6
t5260,2.105830195163848e-6
t5261,2.0270223874168366e-6
t5262,2.338718921786546e-6
t5263,2.5681348145627656e-6
t5264,2.18160756650041e-6
t5265,2.5167252342282714e-6
t5266,2.73211803864216e-6
t5267,3.4051422593528713e-6
t5268,4.33197125339069e-6
t5269,5.43456218345557e-6
t5270,7.729547049589784e-6
t5271,8.386659170895482e-6
t5272,1.2441186343047312e-5
t5273,3.24194930242979e-5
t5274,3.2810329524498796
t5275,1009.6556577625246
t5276,1009.6787998256553
t5277,1009.6827946907067
t5278,0.00798080284566562
t5279,4.219021266448303e-5
t5280,7.244460667754594e-6
t5281,4.734349631826181e-6
t5282,3.68316661594811e-6
t5283,3.192376257770931e-6
t5284,3.0121308901622025e-6
t5285,2.9583534348221185e-6
t5286,3.878025263187574e-6
t5287,3.570747269349596e-6
t5288,2.9203109350246836e-6
t5289,3.1800431393187507e-6
t5290,4.070224462982845e-6
t5291,5.665474798139904e-6
t5292,8.118674922470992e-6
t5293,1.369883592338462e-5
t5294,6.642005152780605e-5
t5295,3.281027815167561
t5296,3.28107797740512
t5297,3.2815859049151803
t5298,1009.6792691084853
t5299,1009.6792263891285
t5300,1009.679334994781
t5301,1709.666966769237
t5302,986.3634666092256
t5303,0.0003650427559765038
t5304,1.265944715124985e-5
t5305,6.7352621455422586e-6
t5306,4.423407448825051e-6
t5307,3.434651440270522e-6
t5308,3.0771089926646966e-6
t5309,2.967099311673647e-6
t5310,4.179902171502363e-6
t5311,5.2056564405032565e-6
t5312,4.717489593570549e-6
t5313,3.5443211779210663e-6
t5314,3.6798416119012585e-6
t5315,3.7510828587209816e-6
t5316,4.516034024149126e-6
t5317,4.425486416592528e-6
t5318,4.461324121461452e-6
t5319,5.057683654645554e-6
t5320,4.9506399552302065e-6
t5321,5.143318257819458e-6
t5322,4.822232133715667e-6
t5323,4.055847151196514e-6
t5324,3.7498459158762605e-6
t5325,3.7342866179827137e-6
t5326,3.3374678780551084e-6
t5327,2.2515550079850164e-6
t5328,1.7893687640220476e-6
t5329,1.5196236861624348e-6
t5330,1.3225712258398168e-6
t5331,1.2771953814577975e-6
t5332,1.2617519610383755e-6
t5333,1.2734022307407144e-6
t5334,1.3197939013900166e-6
t5335,1.5674044236720894e-6
t5336,1.883846489476248e-6
t5337,2.183068864823961e-6
t5338,2.013655400640395e-6
t5339,2.60450192157455e-6
t5340,2.43833170771674e-6
t5341,2.091284391712893e-6
t5342,2.3374532173502812e-6
t5343,2.199054658612192e-6
t5344,2.774161690608752e-6
t5345,3.3593953125258752e-6
t5346,3.970935733749881e-6
t5347,3.234158083065656e-6
t5348,2.960081284471828e-6
t5349,3.0285927313083366e-6
t5350,2.881118557339744e-6
t5351,2.5865347634242374e-6
t5352,1.896601836358984e-6
t5353,1.608187064523359e-6
t5354,1.4254904851466475e-6
t5355,1.2978779149199094e-6
t5356,1.2835721717980768e-6
t5357,1.2819319006960996e-6
t5358,1.3415405944800903e-6
t5359,1.534866244275738e-6
t5360,1.9183851548502494e-6
t5361,2.202726535598037e-6
t5362,1.7680729402224136e-6
t5363,1.992454190996254e-6
t5364,2.0783963985968954e-6
t5365,2.0822226742366924e-6
t5366,2.086633078972575e-6
t5367,2.1255450853818426e-6
t5368,2.34850165074304e-6
t5369,2.894463433149943e-6
t5370,5.945562260683529e-6
t5371,9.129788700258679e-6
t5372,7.490378011350886e-6
t5373,7.085913545084282e-6
t5374,6.724399106787703e-6
t5375,4.978808569076442e-6
t5376,3.5999932233689285e-6
t5377,2.842919406283426e-6
t5378,2.5085521407054527e-6
t5379,2.2072529735137573e-6
t5380,2.0792369830643905e-6
t5381,2.257090631014054e-6
t5382,2.702076152893959e-6
t5383,2.769497194600728e-6
t5384,2.113795984432279e-6
t5385,2.2865776230075383e-6
t5386,2.5028188685971826e-6
t5387,2.9786964306079735e-6
t5388,3.570143496176052e-6
t5389,4.068847643750256e-6
t5390,4.841107350573043e-6
t5391,5.609888753742039e-6
t5392,6.125643742876816e-6
t5393,8.11877915571538e-6
t5394,1.0729392253452847e-5
t5395,3.9762698846634184e-5
t5396,2.806780792477774e-5
t5397,2.3405036998156143e-5
t5398,1.7555615283333818e-5
t5399,1.0558743868319004e-5
t5400,4.084746469534878e-6
t5401,2.5307548142866425e-6
t5402,2.0779434692900394e-6
t5403,2.0245142943405854e-6
t5404,1.9149291405465026e-6
t5405,1.8679661408784457e-6
t5406,2.3137089168293237e-6
t5407,2.70473521869745e-6
t5408,2.2550339458488378e-6
t5409,2.5688698925804007e-6
t5410,3.2204402282472446e-6
t5411,4.071799141931633e-6
t5412,4.547120904357505e-6
t5413,4.9751854727825255e-6
t5414,6.961891156590129e-6
t5415,8.225670509106457e-6
t5416,8.525369419867068e-6
t5417,1.7583686615534212e-5
t5418,3.3691720579447503e-5
t5419,2.6276883295523096e-5
t5420,2.2487212518957883e-5
t5421,2.0451805095707306e-5
t5422,1.605879960346493e-5
t5423,1.0431122275445823e-5
t5424,4.75728124195181e-6
t5425,3.7338642338809284e-6
t5426,3.1559151454719993e-6
t5427,2.702942661495592e-6
t5428,2.5865842984179294e-6
t5429,2.536572210536824e-6
t5430,2.6563739759560785e-6
t5431,4.474061281256017e-6
t5432,4.521759449282314e-6
t5433,4.013537707358767e-6
t5434,3.895315262662535e-6
t5435,3.807258835682994e-6
t5436,3.914353949367335e-6
t5437,4.6730695355740905e-6
t5438,5.402627435854557e-6
t5439,7.8376782813906e-6
t5440,1.0877792779740202e-5
t5441,6.952094531891233e-5
t5442,0.0006257982899004902
t5443,5.5007533721733506e-5
t5444,4.347375348866283e-5
t5445,4.257077072880792e-5
t5446,2.980746030101913e-5
t5447,9.76587962885247e-6
t5448,4.240216208707079e-6
t5449,3.0744240937351753e-6
t5450,2.6861970776482497e-6
t5451,2.6762423888215143e-6
t5452,2.5545165257345592e-6
t5453,2.601296315890685e-6
t5454,3.1041273031399507e-6
t5455,3.6085549926827397e-6
t5456,2.4853843634862927e-6
t5457,2.7074114803846735e-6
t5458,2.7682967516093076e-6
t5459,3.0983438910318892e-6
t5460,3.4745675552435252e-6
t5461,3.7892315971468525e-6
t5462,4.199161036012811e-6
t5463,4.700932780947008e-6
t5464,4.854794269345672e-6
t5465,6.028465879902141e-6
t5466,6.774337080958983e-6
t5467,7.847213526358812e-6
t5468,6.054469279139048e-6
t5469,6.358912405361387e-6
t5470,5.449905249724956e-6
t5471,4.105895491278832e-6
t5472,2.5927784045367974e-6
t5473,1.6606964117573375e-6
t5474,1.5789518204813148e-6
t5475,1.2950031064750545e-6
t5476,1.3352208640846324e-6
t5477,1.3143659132097793e-6
t5478,1.4651542435647773e-6
t5479,2.0380710049931553e-6
t5480,1.4922693827355738e-6
t5481,1.8987311047534315e-6
t5482,2.1423295746007947e-6
t5483,2.290788647667315e-6
t5484,2.697173267964745e-6
t5485,3.432776391479029e-6
t5486,4.030830305472984e-6
t5487,4.758934157931876e-6
t5488,5.083728247559245e-6
t5489,6.4696669831241025e-6
t5490,8.885920790899283e-6
t5491,6.605130714892675e-6
t5492,5.745947287238186e-6
t5493,5.324908791470182e-6
t5494,5.153556382400457e-6
t5495,3.616521191151468e-6
t5496,2.642540925018513e-6
t5497,2.0315696136586447e-6
t5498,1.9365705121492294e-6
t5499,1.880247502429855e-6
t5500,1.5914961173144374e-6
t5501,1.6311805634412172e-6
t5502,1.6460597561604229e-6
t5503,2.4321932427149124e-6
t5504,2.952743699014144e-6
t5505,2.8812170081150333e-6
t5506,2.7644353524628464e-6
t5507,2.2416478518513053e-6
t5508,1.9737284060570466e-6
t5509,1.8811524585654676e-6
t5510,1.8695859625433576e-6
t5511,1.8115371335077745e-6
t5512,1.8100297511714527e-6
t5513,1.8158949035722918e-6
t5514,2.017722617508703e-6
t5515,3.5577160780622988e-6
t5516,2.7108354620106134e-6
t5517,2.583882637942386e-6
t5518,2.5512560346437603e-6
t5519,2.451283218362461e-6
t5520,2.2155737822804158e-6
t5521,1.8459541865977145e-6
t5522,1.5997357240761844e-6
t5523,1.5292439080797453e-6
t5524,1.5218525654643655e-6
t5525,1.5749876699601364e-6
t5526,1.4864609029503033e-6
t5527,1.8145333045004364e-6
t5528,1.3036280903008857e-6
t5529,1.3664341136175287e-6
t5530,1.6096006656452697e-6
t5531,1.6370904374940024e-6
t5532,1.6737239758241692e-6
t5533,1.8708844677090314e-6
t5534,1.7989592811148486e-6
t5535,1.7463000532115293e-6
t5536,1.6633140031433052e-6
t5537,1.8556613746124295e-6
t5538,3.240783571486525e-6
t5539,3.448447378568152e-6
t5540,3.1173068590660883e-6
t5541,3.1644867525295165e-6
t5542,2.7976318679596974e-6
t5543,2.6037504248607893e-6
t5544,2.3578027307022814e-6
t5545,1.9824304595078012e-6
t5546,1.8914116031228465e-6
t5547,1.7614741462927727e-6
t5548,1.7443315748028085e-6
t5549,1.8224738417335024e-6
t5550,2.027856949940231e-6
t5551,2.358649168261779e-6
t5552,1.7632661767411952e-6
t5553,1.7734252951087681e-6
t5554,1.8656190654151664e-6
t5555,2.313455681293974e-6
t5556,2.6335673624191086e-6
t5557,3.0329152752533732e-6
t5558,3.174305965338062e-6
t5559,3.0730075243130738e-6
t5560,3.0117025839667395e-6
t5561,2.9284373725610905e-6
t5562,4.540071072021656e-6
t5563,6.441476757355084e-6
t5564,5.829870714522674e-6
t5565,5.658290553526502e-6
t5566,4.419708841413817e-6
t5567,3.8636906235121055e-6
t5568,2.7562680329263485e-6
t5569,2.311890942511829e-6
t5570,2.096863258817393e-6
t5571,2.1483834682023217e-6
t5572,1.926359550672952e-6
t5573,1.856745862717566e-6
t5574,2.0663789061933596e-6
t5575,2.821532613259676e-6
t5576,2.7630066939276024e-6
t5577,2.054698566076389e-6
t5578,2.1767728130949422e-6
t5579,2.3260189375800154e-6
t5580,2.3679117687448153e-6
t5581,2.3780183955652177e-6
t5582,2.65327711806713e-6
t5583,2.781731345920776e-6
t5584,2.8992571503710798e-6
t5585,3.1698206489348335e-6
t5586,5.041852559845621e-6
t5587,8.00093187363666e-6
t5588,6.543368013736184e-6
t5589,6.379923774346222e-6
t5590,5.002437774289206e-6
t5591,4.235871816677384e-6
t5592,2.6999904422538437e-6
t5593,2.249945304445472e-6
t5594,1.9520412460297953e-6
t5595,1.8380440567254936e-6
t5596,1.8700035937238584e-6
t5597,1.822970222400308e-6
t5598,2.120241220921101e-6
t5599,2.324121192241917e-6
t5600,1.847582009956818e-6
t5601,1.9582280521387066e-6
t5602,2.116126470712872e-6
t5603,2.3200155410389235e-6
t5604,2.414487290821866e-6
t5605,2.594843888498378e-6
t5606,2.7319420500010807e-6
t5607,2.9066174676141173e-6
t5608,3.4453908337647096e-6
t5609,3.829759340498593e-6
t5610,5.84483975954445e-6
t5611,1.019032799285784e-5
t5612,7.693179315589223e-6
t5613,7.608281489679522e-6
t5614,6.140340155478914e-6
t5615,4.930268098894334e-6
t5616,3.098961123096833e-6
t5617,2.526031474766569e-6
t5618,2.1399302560806237e-6
t5619,1.9697730684946167e-6
t5620,1.8680382097039021e-6
t5621,1.7820368976139108e-6
t5622,2.047647348044019e-6
t5623,2.1438225123167294e-6
t5624,1.8115576569341254e-6
t5625,2.1511584099324978e-6
t5626,2.324617442364279e-6
t5627,2.702320182733181e-6
t5628,2.7314858671717276e-6
