Resource,NENGREST_Fusion,Total
Zone,1,0
t2348,22114.72361163175,22114.72361163175
t2349,19875.12939814482,19875.12939814482
t2350,17635.500257218453,17635.500257218453
t2351,19139.283618805104,19139.283618805104
t2352,20643.099524282447,20643.099524282447
t2353,22146.919891751757,22146.919891751757
t2354,23650.747735531757,23650.747735531757
t2355,25154.582764996147,25154.582764996147
t2356,25513.02652377247,25513.02652377247
t2357,27016.817525551403,27016.817525551403
t2358,28520.61436448565,28520.61436448565
t2359,30024.369587094276,30024.369587094276
t2360,31528.065416338504,31528.065416338504
t2361,33031.73372134188,33031.73372134188
t2362,34535.397988336015,34535.397988336015
t2363,36039.06551309498,36039.06551309498
t2364,37542.74541081148,37542.74541081148
t2365,39046.407944216575,39046.407944216575
t2366,40550.072922328836,40550.072922328836
t2367,42053.748725710364,42053.748725710364
t2368,43557.412616347974,43557.412616347974
t2369,45061.120105584414,45061.120105584414
t2370,46564.99232863066,46564.99232863066
t2371,45608.57653317152,45608.57653317152
t2372,43444.24341545531,43444.24341545531
t2373,41204.70389141907,41204.70389141907
t2374,38965.14145895602,38965.14145895602
t2375,36725.55680919893,36725.55680919893
t2376,34485.95389006058,34485.95389006058
t2377,32246.324560071636,32246.324560071636
t2378,32138.009126639892,32138.009126639892
t2379,33641.8074719265,33641.8074719265
t2380,35145.613127631004,35145.613127631004
t2381,36649.42973692038,36649.42973692038
t2382,37250.84536236824,37250.84536236824
t2383,38534.649839916405,38534.649839916405
t2384,40038.46523738545,40038.46523738545
t2385,41542.28585713872,41542.28585713872
t2386,43046.104733942484,43046.104733942484
t2387,44549.92609378395,44549.92609378395
t2388,46053.75459826461,46053.75459826461
t2389,47557.579644648635,47557.579644648635
t2390,49061.40085124038,49061.40085124038
t2391,50565.2301134532,50565.2301134532
t2392,52069.058207351976,52069.058207351976
t2393,53572.895944937845,53572.895944937845
t2394,55056.87897465914,55056.87897465914
t2395,52817.90347629648,52817.90347629648
t2396,50753.49832620673,50753.49832620673
t2397,48594.56341587142,48594.56341587142
t2398,46496.32232091483,46496.32232091483
t2399,44256.79218763522,44256.79218763522
t2400,42017.24621213977,42017.24621213977
t2401,39777.682629728224,39777.682629728224
t2402,37538.10552369396,37538.10552369396
t2403,35298.51695521233,35298.51695521233
t2404,33058.909395249655,33058.909395249655
t2405,30819.27986592593,30819.27986592593
t2406,28579.6274421115,28579.6274421115
t2407,26481.99769077992,26481.99769077992
t2408,26250.31709382721,26250.31709382721
t2409,27754.096101953437,27754.096101953437
t2410,29257.86326183873,29257.86326183873
t2411,30761.60135333713,30761.60135333713
t2412,32265.295049893724,32265.295049893724
t2413,33768.98579745891,33768.98579745891
t2414,35272.81169522396,35272.81169522396
t2415,36776.59445644859,36776.59445644859
t2416,38280.28101035651,38280.28101035651
t2417,39783.97826580781,39783.97826580781
t2418,41287.84536841163,41287.84536841163
t2419,39357.570976111965,39357.570976111965
t2420,37118.03714297083,37118.03714297083
t2421,34878.487039374326,34878.487039374326
t2422,32638.91539038038,32638.91539038038
t2423,30399.326648148595,30399.326648148595
t2424,28159.72281467976,28159.72281467976
t2425,25920.09266093547,25920.09266093547
t2426,23772.01270960901,23772.01270960901
t2427,21742.650292085153,21742.650292085153
t2428,19689.581379992564,19689.581379992564
t2429,17622.4901251146,17622.4901251146
t2430,15382.908375537394,15382.908375537394
t2431,13306.020183054517,13306.020183054517
t2432,13258.56969147902,13258.56969147902
t2433,14762.383344384905,14762.383344384905
t2434,16266.200656640358,16266.200656640358
t2435,17770.016978550684,17770.016978550684
t2436,19273.841654531807,19273.841654531807
t2437,20777.66231662753,20777.66231662753
t2438,22281.484374146807,22281.484374146807
t2439,23785.314529939147,23785.314529939147
t2440,25289.136978086353,25289.136978086353
t2441,26792.966330610998,26792.966330610998
t2442,28296.818005658075,28296.818005658075
t2443,26290.27486514873,26290.27486514873
t2444,24050.734329069415,24050.734329069415
t2445,21811.168858145535,21811.168858145535
t2446,19571.581222721994,19571.581222721994
t2447,17331.972591291564,17331.972591291564
t2448,15092.344808366397,15092.344808366397
t2449,13152.546410605535,13152.546410605535
t2450,11214.383416353772,11214.383416353772
t2451,9365.106550602999,9365.106550602999
t2452,7590.457641352813,7590.457641352813
t2453,5853.267571986974,5853.267571986974
t2454,3971.1429919199304,3971.1429919199304
t2455,4382.372888699206,4382.372888699206
t2456,8350.255757220599,8350.255757220599
t2457,12317.496814899605,12317.496814899605
t2458,16283.821100552992,16283.821100552992
t2459,20249.414571762904,20249.414571762904
t2460,24214.130426051488,24214.130426051488
t2461,28177.9460344216,28177.9460344216
t2462,32140.98665355595,32140.98665355595
t2463,36103.31265728498,36103.31265728498
t2464,40064.651944675614,40064.651944675614
t2465,44024.8567011319,44024.8567011319
t2466,47984.19741786171,47984.19741786171
t2467,51942.385205979444,51942.385205979444
t2468,55899.316525143506,55899.316525143506
t2469,59855.089641180864,59855.089641180864
t2470,63809.28307870183,63809.28307870183
t2471,67762.11655315547,67762.11655315547
t2472,71713.58962306698,71713.58962306698
t2473,75663.22849753805,75663.22849753805
t2474,79610.79230386666,79610.79230386666
t2475,83555.64082755473,83555.64082755473
t2476,87496.98683409399,87496.98683409399
t2477,91433.31531348646,91433.31531348646
t2478,95359.98774710597,95359.98774710597
t2479,99286.70232875468,99286.70232875468
t2480,103217.69038844632,103217.69038844632
t2481,107148.40914573327,107148.40914573327
t2482,111079.78615009124,111079.78615009124
t2483,115021.70194887526,115021.70194887526
t2484,118956.83864013723,118956.83864013723
t2485,122887.74195187143,122887.74195187143
t2486,126821.80472779843,126821.80472779843
t2487,130760.23852811668,130760.23852811668
t2488,134692.71618083667,134692.71618083667
t2489,138628.6710506724,138628.6710506724
t2490,142597.1869771926,142597.1869771926
t2491,146563.6900565519,146563.6900565519
t2492,150528.5972729212,150528.5972729212
t2493,154492.06385971824,154492.06385971824
t2494,158453.82597049215,158453.82597049215
t2495,162413.7634377493,162413.7634377493
t2496,166372.1194505387,166372.1194505387
t2497,170328.4163453765,170328.4163453765
t2498,174282.44071714315,174282.44071714315
t2499,178233.72255108802,178233.72255108802
t2500,182181.08020304094,182181.08020304094
t2501,186123.1618642844,186123.1618642844
t2502,190055.29203315414,190055.29203315414
t2503,193982.21641524197,193982.21641524197
t2504,197913.3300417155,197913.3300417155
t2505,201843.48256846322,201843.48256846322
t2506,205773.3229430997,205773.3229430997
t2507,209704.17122251197,209704.17122251197
t2508,213634.78270983617,213634.78270983617
t2509,217565.12158898416,217565.12158898416
t2510,221495.85719909804,221495.85719909804
t2511,225426.89181424404,225426.89181424404
t2512,229360.52946044842,229360.52946044842
t2513,233323.6791553002,233323.6791553002
t2514,237292.97122426174,237292.97122426174
t2515,241260.47664641342,241260.47664641342
t2516,245226.87936926054,245226.87936926054
t2517,249192.3777728622,249192.3777728622
t2518,253156.74399847604,253156.74399847604
t2519,257120.16882540524,257120.16882540524
t2520,261082.55381882674,261082.55381882674
t2521,265043.7928801678,265043.7928801678
t2522,269003.94306012226,269003.94306012226
t2523,272963.0560020099,272963.0560020099
t2524,276920.8431397435,276920.8431397435
t2525,280877.09158940986,280877.09158940986
t2526,284831.8954012679,284831.8954012679
t2527,288784.912463002,288784.912463002
t2528,292735.9890156264,292735.9890156264
t2529,296684.785672381,296684.785672381
t2530,300630.3818599724,300630.3818599724
t2531,304571.9989599871,304571.9989599871
t2532,308511.7678011394,308511.7678011394
t2533,312443.82979653165,312443.82979653165
t2534,316380.61563838227,316380.61563838227
t2535,320323.3899585327,320323.3899585327
t2536,324291.09005878185,324291.09005878185
t2537,328259.1234037662,328259.1234037662
t2538,332225.54892020253,332225.54892020253
t2539,333527.7724096788,333527.7724096788
t2540,333330.1169331634,333330.1169331634
t2541,333130.7781847319,333130.7781847319
t2542,332930.6566719292,332930.6566719292
t2543,333019.87425621314,333019.87425621314
t2544,335314.57306914753,335314.57306914753
t2545,337608.1048393038,337608.1048393038
t2546,339900.7246156068,339900.7246156068
t2547,342192.41753165046,342192.41753165046
t2548,344482.9262117505,344482.9262117505
t2549,346772.25411293894,346772.25411293894
t2550,349060.1466508327,349060.1466508327
t2551,351346.4659807655,351346.4659807655
t2552,353631.09338284965,353631.09338284965
t2553,355913.7256497197,355913.7256497197
t2554,358193.7827561971,358193.7827561971
t2555,360470.44315470726,360470.44315470726
t2556,362742.2943284207,362742.2943284207
t2557,365005.08297682565,365005.08297682565
t2558,367287.40695384966,367287.40695384966
t2559,369563.4907921608,369563.4907921608
t2560,371840.751968213,371840.751968213
t2561,374145.09381041897,374145.09381041897
t2562,376308.90121608693,376308.90121608693
t2563,376113.8482739398,376113.8482739398
t2564,375917.40090115427,375917.40090115427
t2565,375719.4313644648,375719.4313644648
t2566,375833.32017529913,375833.32017529913
t2567,378128.5799328706,378128.5799328706
t2568,380422.246875977,380422.246875977
t2569,382713.89645659056,382713.89645659056
t2570,385003.128505609,385003.128505609
t2571,387289.64888200146,387289.64888200146
t2572,389572.45949348476,389572.45949348476
t2573,391850.0510563211,391850.0510563211
t2574,394117.8024184915,394117.8024184915
t2575,396381.22930237104,396381.22930237104
t2576,398648.2052137562,398648.2052137562
t2577,400914.9596495037,400914.9596495037
t2578,403181.48540782154,403181.48540782154
t2579,405450.00056763744,405450.00056763744
t2580,407717.1677868311,407717.1677868311
t2581,409984.42750634416,409984.42750634416
t2582,412256.4744930595,412256.4744930595
t2583,414554.8031170876,414554.8031170876
t2584,416582.3828327848,416582.3828327848
t2585,414585.60591089714,414585.60591089714
t2586,411209.6598915826,411209.6598915826
t2587,407821.0348266323,407821.0348266323
t2588,404429.9841410884,404429.9841410884
t2589,401037.6501892952,401037.6501892952
t2590,397644.7602423008,397644.7602423008
t2591,394251.41859378,394251.41859378
t2592,390857.6769868534,390857.6769868534
t2593,387463.5810803755,387463.5810803755
t2594,384069.1670121014,384069.1670121014
t2595,380674.41904615675,380674.41904615675
t2596,377279.4184204265,377279.4184204265
t2597,373884.2044950671,373884.2044950671
t2598,370488.7785371577,370488.7785371577
t2599,368215.58344759216,368215.58344759216
t2600,368563.1068733802,368563.1068733802
t2601,368910.4055399542,368910.4055399542
t2602,369257.5334400861,369257.5334400861
t2603,369604.4344737901,369604.4344737901
t2604,369951.0500926423,369951.0500926423
t2605,370297.3911899535,370297.3911899535
t2606,370643.45361207833,370643.45361207833
t2607,370989.18079564464,370989.18079564464
t2608,371334.6137701184,371334.6137701184
t2609,371679.70519132755,371679.70519132755
t2610,370971.9898247435,370971.9898247435
t2611,367572.79426827613,367572.79426827613
t2612,364173.2394191178,364173.2394191178
t2613,360773.3913957573,360773.3913957573
t2614,357373.3162688927,357373.3162688927
t2615,353973.0020976328,353973.0020976328
t2616,350572.4979954837,350572.4979954837
t2617,347171.900797113,347171.900797113
t2618,343771.14483553544,343771.14483553544
t2619,340370.16920036275,340370.16920036275
t2620,336969.0082507595,336969.0082507595
t2621,333567.650132329,333567.650132329
t2622,330165.89760559564,330165.89760559564
t2623,329895.4889660508,329895.4889660508
t2624,330236.683880576,330236.683880576
t2625,330577.5840540462,330577.5840540462
t2626,330918.2794330284,330918.2794330284
t2627,331258.7294175784,331258.7294175784
t2628,331598.8753699665,331598.8753699665
t2629,331938.75823900977,331938.75823900977
t2630,332278.2949029462,332278.2949029462
t2631,332617.4573528234,332617.4573528234
t2632,332956.2879980071,332956.2879980071
t2633,333294.7288227596,333294.7288227596
t2634,333632.70997039624,333632.70997039624
t2635,330226.99941419694,330226.99941419694
t2636,326820.7198132089,326820.7198132089
t2637,323413.78304579697,323413.78304579697
t2638,320530.5848305808,320530.5848305808
t2639,320865.5086325329,320865.5086325329
t2640,321199.54589656374,321199.54589656374
t2641,321532.6324361846,321532.6324361846
t2642,321864.5680863912,321864.5680863912
t2643,322195.04314497195,322195.04314497195
t2644,322523.5770326659,322523.5770326659
t2645,322849.3228596467,322849.3228596467
t2646,323170.3850662642,323170.3850662642
t2647,324531.7936399107,324531.7936399107
t2648,325974.6516598638,325974.6516598638
t2649,327445.85103380104,327445.85103380104
t2650,328912.9995609335,328912.9995609335
t2651,330376.0275782684,330376.0275782684
t2652,331833.5056277357,331833.5056277357
t2653,333280.7472116714,333280.7472116714
t2654,334720.11057400535,334720.11057400535
t2655,336156.8302698817,336156.8302698817
t2656,337591.54529949697,337591.54529949697
t2657,339043.3087282262,339043.3087282262
t2658,340516.2745541687,340516.2745541687
t2659,340871.8269247154,340871.8269247154
t2660,338597.3346127383,338597.3346127383
t2661,336322.1078824315,336322.1078824315
t2662,334046.04574155156,334046.04574155156
t2663,332263.41932840645,332263.41932840645
t2664,334473.0255764573,334473.0255764573
t2665,336682.1311986437,336682.1311986437
t2666,338891.05273835454,338891.05273835454
t2667,341099.8831642709,341099.8831642709
t2668,343308.41782540624,343308.41782540624
t2669,345516.76940331614,345516.76940331614
t2670,347724.7940272413,347724.7940272413
t2671,349932.51472258614,349932.51472258614
t2672,352140.0332187343,352140.0332187343
t2673,354347.4298777317,354347.4298777317
t2674,356554.5236287128,356554.5236287128
t2675,358761.1916882462,358761.1916882462
t2676,360967.7141737035,360967.7141737035
t2677,363173.9263321367,363173.9263321367
t2678,365379.9082337973,365379.9082337973
t2679,367585.73088753805,367585.73088753805
t2680,369791.0237500913,369791.0237500913
t2681,371996.0604226991,371996.0604226991
t2682,371571.5840150792,371571.5840150792
t2683,371146.71807639295,371146.71807639295
t2684,370721.5703256624,370721.5703256624
t2685,370296.02321602317,370296.02321602317
t2686,372067.66806952003,372067.66806952003
t2687,374270.7638753027,374270.7638753027
t2688,376473.61750718765,376473.61750718765
t2689,378676.07917615393,378676.07917615393
t2690,380878.0273464463,380878.0273464463
t2691,380738.5745726326,380738.5745726326
t2692,380310.46743912675,380310.46743912675
t2693,381753.5545686057,381753.5545686057
t2694,383954.086261666,383954.086261666
t2695,386153.97841594997,386153.97841594997
t2696,388353.4312864147,388353.4312864147
t2697,390552.52755126404,390552.52755126404
t2698,392751.1159424453,392751.1159424453
t2699,394949.3482795551,394949.3482795551
t2700,397147.0709742048,397147.0709742048
t2701,399344.291905585,399344.291905585
t2702,401540.95900566806,401540.95900566806
t2703,403737.0569715705,403737.0569715705
t2704,405932.4480958011,405932.4480958011
t2705,408126.9896493762,408126.9896493762
t2706,408047.8058629422,408047.8058629422
t2707,407611.41923007165,407611.41923007165
t2708,407174.13938628417,407174.13938628417
t2709,406735.9486299914,406735.9486299914
t2710,406296.5435786429,406296.5435786429
t2711,405856.0374409115,405856.0374409115
t2712,405414.3554697481,405414.3554697481
t2713,406654.86393659684,406654.86393659684
t2714,408839.59170648985,408839.59170648985
t2715,411022.3947497722,411022.3947497722
t2716,413202.90148925956,413202.90148925956
t2717,415380.4818612999,415380.4818612999
t2718,417553.809844013,417553.809844013
t2719,419719.79507255607,419719.79507255607
t2720,421893.5153901261,421893.5153901261
t2721,424071.7608764763,424071.7608764763
t2722,426249.57224802225,426249.57224802225
t2723,428428.313559014,428428.313559014
t2724,430606.6999717973,430606.6999717973
t2725,432784.2605849471,432784.2605849471
t2726,434962.2432566198,434962.2432566198
t2727,437140.7893811189,437140.7893811189
t2728,439318.97326328716,439318.97326328716
t2729,441499.99473409535,441499.99473409535
t2730,443706.7506271591,443706.7506271591
t2731,441840.57678832085,441840.57678832085
t2732,436511.4827095367,436511.4827095367
t2733,431181.8307269459,431181.8307269459
t2734,425851.7306762153,425851.7306762153
t2735,421499.1823449886,421499.1823449886
t2736,419911.2184279597,419911.2184279597
t2737,418322.6075616207,418322.6075616207
t2738,416733.23126295063,416733.23126295063
t2739,415142.92861562665,415142.92861562665
t2740,413551.39702848415,413551.39702848415
t2741,411958.3772056393,411958.3772056393
t2742,410363.3227306602,410363.3227306602
t2743,408503.7736739717,408503.7736739717
t2744,409670.9841589898,409670.9841589898
t2745,411107.7970452644,411107.7970452644
t2746,412580.7717032371,412580.7717032371
t2747,414052.0984322921,414052.0984322921
t2748,415521.98384059285,415521.98384059285
t2749,416990.07922996284,416990.07922996284
t2750,418456.21660527255,418456.21660527255
t2751,419920.5344502592,419920.5344502592
t2752,421382.5258270961,421382.5258270961
t2753,422841.9157448231,422841.9157448231
t2754,424298.0997088392,424298.0997088392
t2755,425749.3871637119,425749.3871637119
t2756,423449.83040232665,423449.83040232665
t2757,421134.5521923159,421134.5521923159
t2758,418818.14900915645,418818.14900915645
t2759,416501.2129204185,416501.2129204185
t2760,414183.8571105657,414183.8571105657
t2761,411866.1684674206,411866.1684674206
t2762,409548.2117534368,409548.2117534368
t2763,407230.2311532671,407230.2311532671
t2764,404912.1362577292,404912.1362577292
t2765,402593.862344892,402593.862344892
t2766,400275.67630812293,400275.67630812293
t2767,401932.22498253145,401932.22498253145
t2768,405473.23560765275,405473.23560765275
t2769,409013.9534886658,409013.9534886658
t2770,412554.2193256845,412554.2193256845
t2771,416094.1313540554,416094.1313540554
t2772,419633.66931641445,419633.66931641445
t2773,423172.7802507469,423172.7802507469
t2774,426711.447310971,426711.447310971
t2775,430249.55727182614,430249.55727182614
t2776,433787.1418920551,433787.1418920551
t2777,437324.1844751321,437324.1844751321
t2778,440293.82438677276,440293.82438677276
t2779,443262.5763082447,443262.5763082447
t2780,446230.51500295615,446230.51500295615
t2781,449197.6992631306,449197.6992631306
t2782,452164.2664883156,452164.2664883156
t2783,455130.0739747029,455130.0739747029
t2784,458095.0650661078,458095.0650661078
t2785,461059.0067679605,461059.0067679605
t2786,464361.80506482004,464361.80506482004
t2787,468267.25322871114,468267.25322871114
t2788,472171.05071754847,472171.05071754847
t2789,476072.78323125705,476072.78323125705
t2790,479971.60978345,479971.60978345
t2791,483866.297840654,483866.297840654
t2792,487752.94146778696,487752.94146778696
t2793,491678.77433188667,491678.77433188667
t2794,495610.1027473354,495610.1027473354
t2795,499541.25751701946,499541.25751701946
t2796,503472.32970130653,503472.32970130653
t2797,507402.8066003434,507402.8066003434
t2798,511334.20437931747,511334.20437931747
t2799,515265.32439345546,515265.32439345546
t2800,519195.4712995442,519195.4712995442
t2801,523126.7230198289,523126.7230198289
t2802,527059.9478603832,527059.9478603832
t2803,531028.3682493955,531028.3682493955
t2804,534994.8886248522,534994.8886248522
t2805,538959.6110897006,538959.6110897006
t2806,542922.6002077411,542922.6002077411
t2807,546884.0746543291,546884.0746543291
t2808,550843.8620076545,550843.8620076545
t2809,554801.5421985721,554801.5421985721
t2810,558756.7171909504,558756.7171909504
t2811,562709.1254016496,562709.1254016496
t2812,566657.7803749416,566657.7803749416
t2813,570601.2466374297,570601.2466374297
t2814,574534.9639553695,574534.9639553695
t2815,578470.4563368268,578470.4563368268
t2816,582401.1293349976,582401.1293349976
t2817,586331.9149060732,586331.9149060732
t2818,590262.4518878344,590262.4518878344
t2819,594194.0750503945,594194.0750503945
t2820,598124.4358802771,598124.4358802771
t2821,602054.7780344563,602054.7780344563
t2822,605986.1156714351,605986.1156714351
t2823,609916.7422669755,609916.7422669755
t2824,613846.9781775314,613846.9781775314
t2825,617777.6329863755,617777.6329863755
t2826,621709.4384300914,621709.4384300914
t2827,625675.8737302102,625675.8737302102
t2828,626482.3630089933,626482.3630089933
t2829,624788.2193079632,624788.2193079632
t2830,623089.500014186,623089.500014186
t2831,621389.3876057402,621389.3876057402
t2832,619687.6285364941,619687.6285364941
t2833,617983.8868997177,617983.8868997177
t2834,616278.0422079319,616278.0422079319
t2835,614569.6187329562,614569.6187329562
t2836,612858.1024906245,612858.1024906245
t2837,611142.7751003229,611142.7751003229
t2838,609422.1053883898,609422.1053883898
t2839,611084.9657798246,611084.9657798246
t2840,612753.6763387466,612753.6763387466
t2841,614425.6731333382,614425.6731333382
t2842,616098.170800997,616098.170800997
t2843,617769.9510157662,617769.9510157662
t2844,619441.4735454418,619441.4735454418
t2845,621110.7488105616,621110.7488105616
t2846,622780.298982253,622780.298982253
t2847,624449.4546746499,624449.4546746499
t2848,626118.2498585534,626118.2498585534
t2849,627788.3130570747,627788.3130570747
t2850,629457.6975400876,629457.6975400876
t2851,631128.180900198,631128.180900198
t2852,628823.1515805137,628823.1515805137
t2853,626517.2897170252,626517.2897170252
t2854,624210.9605732153,624210.9605732153
t2855,621904.1751952774,621904.1751952774
t2856,619597.0701060741,619597.0701060741
t2857,617289.6978154297,617289.6978154297
t2858,614981.9700669755,614981.9700669755
t2859,613533.6944391127,613533.6944391127
t2860,614445.3443283857,614445.3443283857
t2861,612157.6979386759,612157.6979386759
t2862,611239.5154331946,611239.5154331946
t2863,612672.894376271,612672.894376271
t2864,614105.7742513319,614105.7742513319
t2865,615538.0228576009,615538.0228576009
t2866,616969.6311454144,616969.6311454144
t2867,618400.5194615191,618400.5194615191
t2868,619830.5458392716,619830.5458392716
t2869,621259.5332415778,621259.5332415778
t2870,622687.1841869155,622687.1841869155
t2871,624113.1544661847,624113.1544661847
t2872,625199.4630706428,625199.4630706428
t2873,622875.7130121203,622875.7130121203
t2874,620543.2426978856,620543.2426978856
t2875,618108.8024149605,618108.8024149605
t2876,615670.4955389383,615670.4955389383
t2877,613230.5947966723,613230.5947966723
t2878,610790.2632840325,610790.2632840325
t2879,608349.5476598433,608349.5476598433
t2880,605908.502373391,605908.502373391
t2881,603467.1396176543,603467.1396176543
t2882,602905.9451871047,602905.9451871047
t2883,604206.9179368995,604206.9179368995
t2884,605507.4203430268,605507.4203430268
t2885,606807.3461925256,606807.3461925256
t2886,608106.6275983799,608106.6275983799
t2887,609405.2082206126,609405.2082206126
t2888,610702.9514116753,610702.9514116753
t2889,611999.643146308,611999.643146308
t2890,613295.0375352439,613295.0375352439
t2891,614588.7033825179,614588.7033825179
t2892,615879.7046255104,615879.7046255104
t2893,617165.6874330156,617165.6874330156
t2894,618619.0338839917,618619.0338839917
t2895,620092.8906414559,620092.8906414559
t2896,621568.3696872755,621568.3696872755
t2897,623045.5904974076,623045.5904974076
t2898,623586.0843351661,623586.0843351661
t2899,621311.4392369589,621311.4392369589
t2900,619029.8348465745,619029.8348465745
t2901,616747.9102035797,616747.9102035797
t2902,615441.8203169017,615441.8203169017
t2903,615959.2592982565,615959.2592982565
t2904,617419.6731952443,617419.6731952443
t2905,618879.5703555113,618879.5703555113
t2906,620339.0831956234,620339.0831956234
t2907,621798.209910818,621798.209910818
t2908,623256.8374715485,623256.8374715485
t2909,624714.9781787132,624714.9781787132
t2910,624373.750153861,624373.750153861
t2911,622087.3357526398,622087.3357526398
t2912,620748.2248483129,620748.2248483129
t2913,619972.6244212298,619972.6244212298
t2914,620883.0758543389,620883.0758543389
t2915,621550.0294428766,621550.0294428766
t2916,621458.6194541482,621458.6194541482
t2917,622909.2207287675,622909.2207287675
t2918,624332.7272894483,624332.7272894483
t2919,625778.6302471373,625778.6302471373
t2920,627219.8495525284,627219.8495525284
t2921,628651.7464152762,628651.7464152762
t2922,626305.4115324568,626305.4115324568
t2923,622492.0889263649,622492.0889263649
t2924,618664.7697914215,618664.7697914215
t2925,614833.5981579553,614833.5981579553
t2926,611001.8692200629,611001.8692200629
t2927,607169.6667882435,607169.6667882435
t2928,603337.1185436142,603337.1185436142
t2929,599504.1120878689,599504.1120878689
t2930,595670.5613402145,595670.5613402145
t2931,591836.3736141947,591836.3736141947
t2932,588001.44341276,588001.44341276
t2933,584165.548748021,584165.548748021
t2934,580328.3026224473,580328.3026224473
t2935,576490.153196658,576490.153196658
t2936,572651.6515813168,572651.6515813168
t2937,568812.6366543031,568812.6366543031
t2938,565031.8002664708,565031.8002664708
t2939,561444.0676052569,561444.0676052569
t2940,558110.27149,558110.27149
t2941,555634.0393658839,555634.0393658839
t2942,552984.5279828636,552984.5279828636
t2943,550362.152002203,550362.152002203
t2944,546937.8733047398,546937.8733047398
t2945,543082.1279585967,543082.1279585967
t2946,539181.5466014082,539181.5466014082
t2947,534771.6957076995,534771.6957076995
t2948,530354.6731330368,530354.6731330368
t2949,525936.5209776273,525936.5209776273
t2950,521517.7492448273,521517.7492448273
t2951,517098.4864907081,517098.4864907081
t2952,512678.79807679594,512678.79807679594
t2953,508258.71235081874,508258.71235081874
t2954,503838.2507980476,503838.2507980476
t2955,499417.4639379601,499417.4639379601
t2956,494996.31334581086,494996.31334581086
t2957,490574.67929176224,490574.67929176224
t2958,486152.2462110351,486152.2462110351
t2959,481729.2993074411,481729.2993074411
t2960,477306.1340771859,477306.1340771859
t2961,473649.5782202552,473649.5782202552
t2962,472187.6905066733,472187.6905066733
t2963,471506.60644259624,471506.60644259624
t2964,470825.0083192114,470825.0083192114
t2965,470142.8093338993,470142.8093338993
t2966,469459.89210351626,469459.89210351626
t2967,468776.0328215382,468776.0328215382
t2968,468090.84796136105,468090.84796136105
t2969,466376.7190220412,466376.7190220412
t2970,461942.7057753322,461942.7057753322
t2971,457506.56472467625,457506.56472467625
t2972,453069.11888212315,453069.11888212315
t2973,448630.92937592283,448630.92937592283
t2974,444192.2016329761,444192.2016329761
t2975,439753.02166885254,439753.02166885254
t2976,435313.4553551689,435313.4553551689
t2977,430873.5551757294,430873.5551757294
t2978,426433.3678655232,426433.3678655232
t2979,421992.9036291852,421992.9036291852
t2980,417552.07851672353,417552.07851672353
t2981,413111.1686874544,413111.1686874544
t2982,408669.9826581486,408669.9826581486
t2983,404228.56611516577,404228.56611516577
t2984,399786.8766292984,399786.8766292984
t2985,398528.59744161536,398528.59744161536
t2986,397829.3783676043,397829.3783676043
t2987,397129.7641211455,397129.7641211455
t2988,396429.662798417,396429.662798417
t2989,395729.033967665,395729.033967665
t2990,395027.7279494243,395027.7279494243
t2991,394325.6152238342,394325.6152238342
t2992,393622.4597261764,393622.4597261764
t2993,392917.8754720204,392917.8754720204
t2994,390618.62540803157,390618.62540803157
t2995,386160.01483350166,386160.01483350166
t2996,380173.52748836164,380173.52748836164
t2997,374185.9483346202,374185.9483346202
t2998,368197.7837644867,368197.7837644867
t2999,362209.10791557765,362209.10791557765
t3000,356219.88207868877,356219.88207868877
t3001,350230.31926003547,350230.31926003547
t3002,344240.20500176365,344240.20500176365
t3003,338249.41815372783,338249.41815372783
t3004,332257.85110148805,332257.85110148805
t3005,326265.19609083893,326265.19609083893
t3006,321631.83379991347,321631.83379991347
t3007,319378.3290692401,319378.3290692401
t3008,320486.6030553567,320486.6030553567
t3009,321936.57694758964,321936.57694758964
t3010,323404.65044049564,323404.65044049564
t3011,324882.4265961322,324882.4265961322
t3012,326355.62052153813,326355.62052153813
t3013,327825.6756783626,327825.6756783626
t3014,329301.3438633443,329301.3438633443
t3015,330750.95530762203,330750.95530762203
t3016,332199.7028733565,332199.7028733565
t3017,333669.44082849816,333669.44082849816
t3018,335149.469895835,335149.469895835
t3019,333575.3555284719,333575.3555284719
t3020,331309.04344294296,331309.04344294296
t3021,329042.1873906103,329042.1873906103
t3022,326775.0083425314,326775.0083425314
t3023,324507.6581363629,324507.6581363629
t3024,322240.28734906844,322240.28734906844
t3025,319972.61980568606,319972.61980568606
t3026,317704.764753243,317704.764753243
t3027,315436.83695358015,315436.83695358015
t3028,313168.65791308886,313168.65791308886
t3029,310900.3207684371,310900.3207684371
t3030,308631.710785446,308631.710785446
t3031,310106.0658593843,310106.0658593843
t3032,311580.26153794,311580.26153794
t3033,313054.36287621333,313054.36287621333
t3034,314528.2135939733,314528.2135939733
t3035,316001.7184712085,316001.7184712085
t3036,317475.10911280336,317475.10911280336
t3037,318948.2313137112,318948.2313137112
t3038,320421.15903247515,320421.15903247515
t3039,321893.95835446246,321893.95835446246
t3040,323366.3187684005,323366.3187684005
t3041,324835.45407688787,324835.45407688787
t3042,322564.1780990696,322564.1780990696
t3043,320292.4524795271,320292.4524795271
t3044,318020.50280343863,318020.50280343863
t3045,315748.31201429554,315748.31201429554
t3046,313475.9220754998,313475.9220754998
t3047,311203.43218145234,311203.43218145234
t3048,308931.1780286375,308931.1780286375
t3049,306658.84082593187,306658.84082593187
