Resource,NENGREST_Fusion,Total
Zone,1,0
t707,133071.8050742465,133071.8050742465
t708,137071.79526063727,137071.79526063727
t709,141071.78544721435,141071.78544721435
t710,145071.77543986996,145071.77543986996
t711,149071.7650039316,149071.7650039316
t712,153071.75195766994,153071.75195766994
t713,153078.79920598207,153078.79920598207
t714,150839.82048326355,150839.82048326355
t715,148600.8393710975,148600.8393710975
t716,146361.85599497633,146361.85599497633
t717,144122.87380002992,144122.87380002992
t718,141883.89169122398,141883.89169122398
t719,139644.9097388193,139644.9097388193
t720,137405.92795454626,137405.92795454626
t721,135166.9463046057,135166.9463046057
t722,132927.96482525894,132927.96482525894
t723,130688.98358289919,130688.98358289919
t724,128450.00260757934,128450.00260757934
t725,126211.02197790169,126211.02197790169
t726,123972.04194690198,123972.04194690198
t727,121733.06294231143,121733.06294231143
t728,119494.08604488306,119494.08604488306
t729,117255.12665618648,117255.12665618648
