Zone,1,Total
CO2_Price_1,-180.3323909961335,0.0
AnnualSum,6.000000002359662e6,6.000000002359662e6
t1,63.089777001572365,63.089777001572365
t2,63.08668978164754,63.08668978164754
t3,63.0861157390558,63.0861157390558
t4,63.08576542017955,63.08576542017955
t5,63.08563390108154,63.08563390108154
t6,63.08752199711376,63.08752199711376
t7,63.50149853801624,63.50149853801624
t8,75.05625925066462,75.05625925066462
t9,63.499593281179585,63.499593281179585
t10,57.045088436210925,57.045088436210925
t11,56.42290981816664,56.42290981816664
t12,36.4842412378538,36.4842412378538
t13,36.484302928530695,36.484302928530695
t14,36.48500720487239,36.48500720487239
t15,57.06478593096327,57.06478593096327
t16,474.2249184076894,474.2249184076894
t17,708.1410378443802,708.1410378443802
t18,620.1248239550679,620.1248239550679
t19,277.03206933402976,277.03206933402976
t20,277.02556427378005,277.02556427378005
t21,277.01986483337805,277.01986483337805
t22,276.9911187584923,276.9911187584923
t23,56.98744019733039,56.98744019733039
t24,56.98432178011252,56.98432178011252
t25,56.9827390265986,56.9827390265986
t26,56.98148880775186,56.98148880775186
t27,56.980455209317974,56.980455209317974
t28,56.979528102326135,56.979528102326135
t29,56.97858729192087,56.97858729192087
t30,56.9776094346604,56.9776094346604
t31,56.97653735091483,56.97653735091483
t32,56.97930085387623,56.97930085387623
t33,0.029519088033390727,0.029519088033390727
t34,0.010081816652503876,0.010081816652503876
t35,0.009672249836682642,0.009672249836682642
t36,0.009561678325033487,0.009561678325033487
t37,0.009673204613385089,0.009673204613385089
t38,0.01002486106485542,0.01002486106485542
t39,0.010809346132963608,0.010809346132963608
t40,0.013236588172586461,0.013236588172586461
t41,550.9003739228688,550.9003739228688
t42,1457.2828428692558,1457.2828428692558
t43,1422.204218682494,1422.204218682494
t44,1558.7995870290124,1558.7995870290124
t45,1460.9852969851024,1460.9852969851024
t46,1030.7880851602922,1030.7880851602922
t47,588.4867961507528,588.4867961507528
t48,411.53841300064323,411.53841300064323
t49,364.45219170505374,364.45219170505374
t50,364.43410260955227,364.43410260955227
t51,364.41677722012736,364.41677722012736
t52,364.41100796359325,364.41100796359325
t53,364.40680351352654,364.40680351352654
t54,364.40315401152594,364.40315401152594
t55,796.965776082159,796.965776082159
t56,966.421109951622,966.421109951622
t57,384.3973938353099,384.3973938353099
t58,56.985471536227394,56.985471536227394
t59,24.75102998489219,24.75102998489219
t60,7.704725775206949,7.704725775206949
t61,7.704357760503731,7.704357760503731
t62,7.704382504514736,7.704382504514736
t63,7.704906800306165,7.704906800306165
t64,7.707566846805373,7.707566846805373
t65,405.21570269113766,405.21570269113766
t66,646.2376746498444,646.2376746498444
t67,609.802250700786,609.802250700786
t68,609.8018775280586,609.8018775280586
t69,447.1935782402698,447.1935782402698
t70,243.85221528179807,243.85221528179807
t71,243.85067646014483,243.85067646014483
t72,227.2437438810317,227.2437438810317
