Zone,1
t1,-1.8828261138399867e-6
t2,-1.9949062225570064e-6
t3,-2.0763489956234017e-6
t4,-2.1282061606585246e-6
t5,-2.1319599415727047e-6
t6,-2.0759600342550236e-6
t7,-2.0070971603539036e-6
t8,-1.9507944530892143e-6
t9,-1.8563101917923863e-6
t10,-1.774564861109942e-6
t11,-1.7138756644168923e-6
t12,-1.6960329563884517e-6
t13,-1.691453553633808e-6
t14,-1.7124924722330998e-6
t15,-1.7330703412216146e-6
t16,-1.7046139403628244e-6
t17,-1.5565064635028666e-6
t18,-1.439766745742351e-6
t19,-1.4474388141077156e-6
t20,-1.499248001877478e-6
t21,-1.5479331259378751e-6
t22,-1.639818275230239e-6
t23,-1.765802959848045e-6
t24,-1.913849283690623e-6
t25,-2.0719528817423514e-6
t26,-2.142034754715479e-6
t27,-2.183146871806061e-6
t28,-2.2186158423780667e-6
t29,-2.17933511536477e-6
t30,-2.0918878696269727e-6
t31,-1.9453829023691934e-6
t32,-1.8401067596677864e-6
t33,-1.7268409978834764e-6
t34,-1.6236172990070058e-6
t35,-1.5561607919408135e-6
t36,-1.523814016374145e-6
t37,-1.5288287387972007e-6
t38,-1.5399217656591627e-6
t39,-1.5460014854025946e-6
t40,-1.5278496850596582e-6
t41,-1.386519860440301e-6
t42,-1.2306985404478855e-6
t43,-1.2587235908764848e-6
t44,-1.3088042823855109e-6
t45,-1.3778565504962043e-6
t46,-1.4766293187935602e-6
t47,-1.6277391380211843e-6
t48,-1.7892290796708432e-6
t49,-1.9075242022406423e-6
t50,-1.9710303252743028e-6
t51,-1.986577424397348e-6
t52,-1.988823345345804e-6
t53,-1.92832349073682e-6
t54,-1.753730531176197e-6
t55,-1.500222477612755e-6
t56,-1.3766385324289147e-6
t57,-1.355835171968054e-6
t58,-1.3600493231146383e-6
t59,-1.34745424618652e-6
t60,-1.3466552627190724e-6
t61,-1.3468624335925192e-6
t62,-1.3490367362206483e-6
t63,-1.3551061709807895e-6
t64,-1.3349730464655968e-6
t65,-1.2156110870228275e-6
t66,-1.1006782436429292e-6
t67,-1.1044383171075363e-6
t68,-1.1257349111419877e-6
t69,-1.1732373160413747e-6
t70,-1.2601095759300334e-6
t71,-1.3912670546595624e-6
t72,-1.5279619318022784e-6
t73,-1.6234084402160354e-6
t74,-1.6755861855766713e-6
t75,-1.7036087348833694e-6
t76,-1.68894496281738e-6
t77,-1.6458800074544236e-6
t78,-1.516343814508289e-6
t79,-1.3151864889294876e-6
t80,-1.2370341357633684e-6
t81,-1.2305880243498262e-6
