Zone,1
t1,83.48215683560208
t2,83.48200804167587
t3,83.48213394554082
t4,83.48217003253012
t5,83.48214742404875
t6,83.48234929870851
t7,108.3212203383034
t8,166.84884138009892
t9,108.32115428260839
t10,81.23615841593052
t11,75.94111185391272
t12,9.537528084223148
t13,9.537334964550839
t14,9.5374151886547
t15,81.23600026016828
t16,83.48207963520953
t17,252.60781815494877
t18,110.5014141668189
t19,108.32124464991965
t20,108.32124727594285
t21,108.32121944495896
t22,83.48190595547482
t23,83.48199202108135
t24,81.23621464022976
t25,81.23614564083148
t26,81.23606562385922
t27,81.2348940759873
t28,81.23306157236713
t29,81.23311999794078
t30,81.23614071273185
t31,81.2361903666405
t32,94.71037451826666
t33,72.23497244682576
t34,4.669082306512327e-5
t35,3.267462927551897e-5
t36,2.608568752540976e-5
t37,3.21393965487189e-5
t38,5.536201038756799e-5
t39,0.00011447533739710864
t40,19.074556626763435
t41,109.65273360299001
t42,111.34958066467846
t43,110.50138054927459
t44,243.35439976185634
t45,112.8126719406008
t46,110.5012678576675
t47,109.65465519364712
t48,109.65284751742306
t49,109.65288982592223
t50,109.65353546562716
t51,109.65293771446152
t52,109.65290682827766
t53,109.6528648876718
t54,109.65285566067313
t55,110.50131495469707
t56,112.81346902028261
t57,109.65283697497651
t58,83.48305591553047
t59,75.9314081144857
t60,5.0811183802594
t61,5.079024627695872
t62,0.0007633562514026892
t63,0.0019497758795815159
t64,42.57882269713969
t65,109.65287618646808
t66,151.13976685797863
t67,151.13974633861648
t68,151.13959714995988
t69,110.5012443566191
t70,109.65301532857355
t71,109.65277962206305
t72,83.48212855811043
t73,82.23540374882448
t74,82.23500406548285
t75,82.23491592755273
t76,82.23490746939588
t77,82.23509952344241
t78,83.48209225975725
t79,109.65287429504042
t80,122.07490186042835
t81,83.48219104384569
t82,82.23482748981533
t83,82.23484505357337
t84,82.23475483613063
t85,82.23472084273546
t86,82.23484003461546
t87,83.48212217214723
t88,109.65286419030984
t89,113.87388862832678
