Segment,1,2,3,4,Total
t3877,1.098736012719491e-5,1.003643255310311e-5,1.4373611025762953e-5,3.2286325573630524e-5,1.098736012719491e-5
t3878,1.1037414709169155e-5,1.0056123186052764e-5,1.4492166867442476e-5,3.236433755704502e-5,1.1037414709169155e-5
t3879,1.10909593882867e-5,1.00693987765421e-5,1.4584653984674476e-5,3.248559999501356e-5,1.10909593882867e-5
t3880,1.1124755023853472e-5,1.007939738952497e-5,1.4670838931301498e-5,3.253342408302387e-5,1.1124755023853472e-5
t3881,1.1001026642316534e-5,1.0048667115472707e-5,1.4474319099607883e-5,3.2191145614862044e-5,1.1001026642316534e-5
t3882,1.1265090233168327e-5,1.0186164462530424e-5,1.48585446615142e-5,3.470194132940215e-5,1.1265090233168327e-5
t3883,1.1162785692263277e-5,1.0052695239647331e-5,1.5046468529556787e-5,3.252346369348453e-5,1.1162785692263277e-5
t3884,1.1355852729997415e-5,1.024714165187193e-5,1.5296415011873494e-5,3.6905803427360604e-5,1.1355852729997415e-5
t3885,1.1438321531559406e-5,1.0252935803275034e-5,1.5309317856703288e-5,3.694802316582385e-5,1.1438321531559406e-5
t3886,1.128536724560141e-5,1.018167916511925e-5,1.4955688198005365e-5,3.6780755164647933e-5,1.128536724560141e-5
t3887,1.1101572394305225e-5,9.749458069100484e-6,1.3666120812317926e-5,3.064169948690659e-5,1.1101572394305225e-5
t3888,1.1286178848427496e-5,9.668840197192659e-6,1.3317134050384687e-5,3.173107856806772e-5,1.1286178848427496e-5
t3889,1.1447830912880048e-5,9.559680020067542e-6,1.30409646991966e-5,3.2267887991258556e-5,1.1447830912880048e-5
t3890,1.1541676399507983e-5,9.470415728603099e-6,1.2773866329650957e-5,3.233752234338577e-5,1.1541676399507983e-5
t3891,1.1356213336493856e-5,9.379279118156898e-6,1.2574069642264925e-5,3.230893834909063e-5,1.1356213336493856e-5
t3892,1.1403004473689554e-5,9.374391887698514e-6,1.2549539901517836e-5,3.2355673676986955e-5,1.1403004473689554e-5
t3893,1.1377954018080822e-5,9.450293351184152e-6,1.2687660642484746e-5,3.242357978696255e-5,1.1377954018080822e-5
t3894,1.1339376776318159e-5,9.569097586234489e-6,1.3015389638104364e-5,3.229850247293755e-5,1.1339376776318159e-5
t3895,1.1293853410219214e-5,9.790260657445865e-6,1.3804241638362885e-5,3.227764396406094e-5,1.1293853410219214e-5
t3896,1.111351173732319e-5,9.840949606759089e-6,1.3598168865131485e-5,3.229216801705177e-5,1.111351173732319e-5
t3897,1.1065377746822913e-5,9.92289110405046e-6,1.3925545050837456e-5,3.2297593552153715e-5,1.1065377746822913e-5
t3898,1.1018530303034375e-5,9.958743559406074e-6,1.4059808775573303e-5,3.229546075516317e-5,1.1018530303034375e-5
t3899,1.1027524921410754e-5,9.998544456908716e-6,1.4230850212039814e-5,3.236581166246346e-5,1.1027524921410754e-5
t3900,1.1075094701668606e-5,1.0020590747511778e-5,1.4316853470109732e-5,3.244402667745012e-5,1.1075094701668606e-5
t3901,1.0949540249915133e-5,1.0001309175648768e-5,1.4163477288085609e-5,3.220274726878079e-5,1.0949540249915133e-5
t3902,1.1078210515091619e-5,1.0036979441125746e-5,1.4380482598767568e-5,3.239882244534537e-5,1.1078210515091619e-5
t3903,1.1184075588225337e-5,1.0034030287049763e-5,1.4404000614744605e-5,3.256438401007419e-5,1.1184075588225337e-5
t3904,1.1148043186160877e-5,1.0061035470866716e-5,1.5027661505304422e-5,3.2540449313531426e-5,1.1148043186160877e-5
t3905,1.1281418701870727e-5,1.0049418237621327e-5,1.4976938188122592e-5,3.2588160289882164e-5,1.1281418701870727e-5
t3906,1.1461834049199216e-5,1.0383275638390132e-5,1.563108948331962e-5,4.012582707423266e-5,1.1461834049199216e-5
t3907,1.1189146385625996e-5,9.983119996173804e-6,1.4601686499562535e-5,3.224748935014831e-5,1.1189146385625996e-5
t3908,1.1230058166214303e-5,9.970517463371432e-6,1.4544602129039612e-5,3.226571155301652e-5,1.1230058166214303e-5
t3909,1.1246150607514363e-5,9.9714059023269e-6,1.454724270709028e-5,3.224493543247354e-5,1.1246150607514363e-5
t3910,1.1313096863589874e-5,9.922721401530537e-6,1.4310593640202025e-5,3.225802605303946e-5,1.1313096863589874e-5
t3911,1.10285032561033e-5,9.644472827488378e-6,1.3348102071876713e-5,2.9862516086865676e-5,1.10285032561033e-5
t3912,1.1092614112442547e-5,9.47961818984869e-6,1.285595419622921e-5,2.9928000257354233e-5,1.1092614112442547e-5
t3913,1.1193421906151437e-5,9.346416817916928e-6,1.2535819511363328e-5,3.0013671237040474e-5,1.1193421906151437e-5
t3914,1.1239752924293042e-5,9.238269495062802e-6,1.2311170811915942e-5,3.0010080161279242e-5,1.1239752924293042e-5
t3915,1.1291926757729636e-5,9.154561683283039e-6,1.218449821916559e-5,3.000848083436156e-5,1.1291926757729636e-5
t3916,1.1101581413266034e-5,9.037157896542743e-6,1.2075138480311034e-5,2.981840265084927e-5,1.1101581413266034e-5
t3917,1.1149036047358283e-5,9.112755717162343e-6,1.2149321788480434e-5,2.9860482293313307e-5,1.1149036047358283e-5
t3918,1.1125842015423451e-5,9.33989455356878e-6,1.2530574028082099e-5,2.9925411616265875e-5,1.1125842015423451e-5
t3919,1.1093603512655505e-5,9.593765768118434e-6,1.315402960923451e-5,2.988390649245636e-5,1.1093603512655505e-5
t3920,1.1129263339147204e-5,9.736958090600596e-6,1.3750909788586346e-5,2.9955056823582878e-5,1.1129263339147204e-5
t3921,1.102733820312573e-5,9.787237067174173e-6,1.3971940986945314e-5,2.9884732737537628e-5,1.102733820312573e-5
t3922,1.1213581476368047e-5,9.969463384882839e-6,1.4540982123131038e-5,3.220273986981543e-5,1.1213581476368047e-5
t3923,1.1050865501662612e-5,9.881416038376998e-6,1.4431189152064034e-5,3.016429476865371e-5,1.1050865501662612e-5
t3924,1.1155549831689543e-5,1.0004052549815956e-5,1.4218508457361098e-5,3.259144721134793e-5,1.1155549831689543e-5
t3925,1.1141318919416653e-5,1.0027936668151304e-5,1.4409401543771548e-5,3.266110249116788e-5,1.1141318919416653e-5
t3926,1.09286701434278e-5,9.980402077469703e-6,1.4099501137792407e-5,3.225121733180879e-5,1.09286701434278e-5
t3927,1.1036876105101673e-5,9.97708191364334e-6,1.4096960873595578e-5,3.2334856492086393e-5,1.1036876105101673e-5
t3928,1.0956138418487455e-5,9.892401819201279e-6,1.4514293368697321e-5,3.019902183340497e-5,1.0956138418487455e-5
t3929,1.141005278160825e-5,1.015574428971515e-5,1.4677041985902597e-5,3.511598763217273e-5,1.141005278160825e-5
t3930,1.130768679386035e-5,1.0069850524264183e-5,1.5114476692874035e-5,3.271982139582466e-5,1.130768679386035e-5
t3931,1.1160545740632469e-5,1.001177298654195e-5,1.4776716328388208e-5,3.229502061090359e-5,1.1160545740632469e-5
t3932,1.1037965766526122e-5,9.900328189147108e-6,1.4312644783458194e-5,3.088231152558788e-5,1.1037965766526122e-5
t3933,1.1971378813702563e-5,1.0864660076740118e-5,1.6827424313491983e-5,5.739876431157777e-5,1.1971378813702563e-5
t3934,1.1187975339498263e-5,9.922404982198051e-6,1.4297320418788665e-5,3.1685979084109996e-5,1.1187975339498263e-5
t3935,1.1274180105451294e-5,9.757653076729579e-6,1.3686738947289145e-5,3.075256771848533e-5,1.1274180105451294e-5
t3936,1.1169448219810508e-5,9.643128291007807e-6,1.3227917604194223e-5,3.115023632321567e-5,1.1169448219810508e-5
t3937,1.1315234461931499e-5,9.534733513524963e-6,1.2984853275763514e-5,3.1862694608809396e-5,1.1315234461931499e-5
t3938,1.1418910225586631e-5,9.460836993826823e-6,1.2763544198134028e-5,3.204185841050553e-5,1.1418910225586631e-5
t3939,1.1512019135874659e-5,9.438524412370406e-6,1.2664641804378971e-5,3.22580830291645e-5,1.1512019135874659e-5
t3940,1.1561202855530108e-5,9.458101574387546e-6,1.2688203811872032e-5,3.2432313101881435e-5,1.1561202855530108e-5
t3941,1.1354864441364114e-5,9.464323454158688e-6,1.2694838082082456e-5,3.2292578923460584e-5,1.1354864441364114e-5
t3942,1.1166597141261552e-5,9.460506515611567e-6,1.2738425416000366e-5,3.0093508373003116e-5,1.1166597141261552e-5
t3943,1.1287507362171989e-5,9.757009376519211e-6,1.3495194247332266e-5,3.2920934866549066e-5,1.1287507362171989e-5
t3944,1.1169491064078084e-5,9.921929134690939e-6,1.3974626861031223e-5,3.280320571941037e-5,1.1169491064078084e-5
t3945,1.1155127477718822e-5,1.00198574749916e-5,1.4243167620738865e-5,3.3230370992580615e-5,1.1155127477718822e-5
t3946,1.0979791119468486e-5,9.993128602957284e-6,1.4079368017551773e-5,3.245151279485525e-5,1.0979791119468486e-5
t3947,1.0977661712366601e-5,1.0027030454809506e-5,1.4168260575576523e-5,3.2554877481173545e-5,1.0977661712366601e-5
t3948,1.0694049882587643e-5,9.685815105248906e-6,1.3432055011953774e-5,2.7425848813448364e-5,1.0694049882587643e-5
t3949,1.075704985178423e-5,9.707904095283576e-6,1.3564826260778494e-5,2.754229051033974e-5,1.075704985178423e-5
t3950,1.0788892730381114e-5,9.723011145216596e-6,1.3645923605832417e-5,2.759148685164551e-5,1.0788892730381114e-5
t3951,1.096280919958172e-5,1.0099124870183493e-5,1.4328577045424238e-5,3.299143562535006e-5,1.096280919958172e-5
t3952,1.1018786198366538e-5,1.0039220765672163e-5,1.4381465916021908e-5,3.1880091112772064e-5,1.1018786198366538e-5
t3953,1.0797040506793759e-5,9.744477107475523e-6,1.3818764042909236e-5,2.759621134389966e-5,1.0797040506793759e-5
t3954,1.0895493005914323e-5,9.746585038977984e-6,1.3858429039991894e-5,2.7697151818406556e-5,1.0895493005914323e-5
t3955,1.1123500209207656e-5,9.916680776798686e-6,1.4642779193700378e-5,3.020239371592838e-5,1.1123500209207656e-5
t3956,1.0876433323471739e-5,9.838261659189317e-6,1.4248106078320254e-5,2.989968028652982e-5,1.0876433323471739e-5
t3957,1.2070950034419745e-5,1.0914136782355674e-5,1.703993689082217e-5,6.1798099446913e-5,1.2070950034419745e-5
t3958,1.1144543490270338e-5,9.881450899317211e-6,1.4286270839731178e-5,3.0770136780343005e-5,1.1144543490270338e-5
t3959,1.1305134890523231e-5,9.831789013064061e-6,1.4017094017686734e-5,3.185167188278795e-5,1.1305134890523231e-5
t3960,1.1482851520450586e-5,9.757080151688202e-6,1.3607973728984212e-5,3.2381115521891404e-5,1.1482851520450586e-5
t3961,1.1254759764636823e-5,9.500088232522927e-6,1.288550390663855e-5,3.0894830427001414e-5,1.1254759764636823e-5
t3962,1.1290668969128565e-5,9.38662685017715e-6,1.2565459344533882e-5,3.08899039140028e-5,1.1290668969128565e-5
t3963,1.1374380054054105e-5,9.384393650366957e-6,1.2609310326750526e-5,3.225199866463462e-5,1.1374380054054105e-5
t3964,1.1401178662376866e-5,9.383113907790836e-6,1.2595464945257701e-5,3.232602655506036e-5,1.1401178662376866e-5
t3965,1.1570647169795705e-5,9.488938182469234e-6,1.2735450660815986e-5,3.245102899518477e-5,1.1570647169795705e-5
t3966,1.1174440707059964e-5,9.423436663325218e-6,1.2607449349850909e-5,3.0442594417263737e-5,1.1174440707059964e-5
t3967,1.1342920842534199e-5,9.759345888061817e-6,1.3459970846058044e-5,3.314386557402024e-5,1.1342920842534199e-5
t3968,1.0871996863432673e-5,9.550963183976457e-6,1.3083877469866381e-5,2.762245927087047e-5,1.0871996863432673e-5
t3969,1.079535171300329e-5,9.61507480671025e-6,1.3232239705405025e-5,2.7508285950290253e-5,1.079535171300329e-5
t3970,1.0758888050395154e-5,9.609712596201026e-6,1.329396159287658e-5,2.6812271723948504e-5,1.0758888050395154e-5
t3971,1.0561626470631887e-5,9.603634108312604e-6,1.315229335539556e-5,2.6490069323475836e-5,1.0561626470631887e-5
t3972,1.0608058275348862e-5,9.62765647736178e-6,1.325538933184455e-5,2.6558070558216173e-5,1.0608058275348862e-5
t3973,1.0646738655153183e-5,9.641744298356385e-6,1.3332550788021793e-5,2.6633189049718958e-5,1.0646738655153183e-5
t3974,1.0698445947431975e-5,9.664260598810713e-6,1.345942639498658e-5,2.6721342409074412e-5,1.0698445947431975e-5
t3975,1.0743488242727173e-5,9.676900770480153e-6,1.3554400876116578e-5,2.681909226584002e-5,1.0743488242727173e-5
t3976,1.059183944360632e-5,9.648849008793092e-6,1.3390806947698688e-5,2.660537541906398e-5,1.059183944360632e-5
t3977,1.0691727534535344e-5,9.6671294965895e-6,1.3553169310644573e-5,2.6733100339673907e-5,1.0691727534535344e-5
t3978,1.0915226873856222e-5,9.783944436006064e-6,1.3860949639402995e-5,2.8403322492629097e-5,1.0915226873856222e-5
t3979,1.110675540702906e-5,9.883320200315603e-6,1.4477839837823094e-5,2.99492496355057e-5,1.110675540702906e-5
t3980,1.1145027557990774e-5,9.849981744343859e-6,1.4298219505967406e-5,3.0133163997178648e-5,1.1145027557990774e-5
t3981,1.1580972954280567e-5,1.0348301879517757e-5,1.553127627119553e-5,4.058628985679081e-5,1.1580972954280567e-5
t3982,1.1664597527570858e-5,1.0336661659754724e-5,1.546202810781309e-5,4.064217859215918e-5,1.1664597527570858e-5
t3983,1.1409535270745275e-5,9.965557896105146e-6,1.4293290986539999e-5,3.413969704650533e-5,1.1409535270745275e-5
t3984,1.1362822311632633e-5,9.716557602186507e-6,1.346160339884446e-5,3.223126850239161e-5,1.1362822311632633e-5
t3985,1.1463636015699656e-5,9.565023247075054e-6,1.3032574591382063e-5,3.231326729258264e-5,1.1463636015699656e-5
t3986,1.1188968401240883e-5,9.305194446669534e-6,1.238479347674719e-5,3.004688470144805e-5,1.1188968401240883e-5
t3987,1.127715532494253e-5,9.230708340151113e-6,1.2291754083555283e-5,3.008949004070478e-5,1.127715532494253e-5
t3988,1.1347415253759606e-5,9.207652580818949e-6,1.2254819419293854e-5,3.014020604628686e-5,1.1347415253759606e-5
t3989,1.1450171863089598e-5,9.283326068538839e-6,1.2352229050543036e-5,3.0733084184330675e-5,1.1450171863089598e-5
t3990,1.1398205981274423e-5,9.270399227759322e-6,1.2249046146360597e-5,2.9969251961152016e-5,1.1398205981274423e-5
t3991,1.1375499287100676e-5,9.370184512261706e-6,1.2867550496882268e-5,3.2200500318382315e-5,1.1375499287100676e-5
t3992,1.0941446177891282e-5,9.29740599090341e-6,1.2473149333313692e-5,2.7791788749049932e-5,1.0941446177891282e-5
t3993,1.0846910054250112e-5,9.418915728335398e-6,1.2641498567633887e-5,2.76578858387488e-5,1.0846910054250112e-5
t3994,1.0816604973000125e-5,9.500349894641197e-6,1.2826594721472341e-5,2.7621133591657504e-5,1.0816604973000125e-5
t3995,1.0849793921677897e-5,9.553897832892788e-6,1.2999050102001261e-5,2.7647083553688255e-5,1.0849793921677897e-5
t3996,1.0688570478735401e-5,9.52771287148865e-6,1.2840522557532382e-5,2.7379161220692683e-5,1.0688570478735401e-5
t3997,1.0734922132723552e-5,9.521766385063522e-6,1.290549438541889e-5,2.71539792387085e-5,1.0734922132723552e-5
t3998,1.0754929685706283e-5,9.514157850282256e-6,1.2903954700205928e-5,2.7236330531385084e-5,1.0754929685706283e-5
t3999,1.0799198326280684e-5,9.524051245801223e-6,1.2975066710049777e-5,2.7429074072603917e-5,1.0799198326280684e-5
t4000,1.0885425122789172e-5,9.562436542096402e-6,1.3137793790619302e-5,2.77622262357053e-5,1.0885425122789172e-5
t4001,1.0785723232961118e-5,9.527782754994728e-6,1.3058564134511867e-5,2.726091146569108e-5,1.0785723232961118e-5
t4002,1.0904431819136207e-5,9.552654616655591e-6,1.318477067223828e-5,2.7363134297993335e-5,1.0904431819136207e-5
t4003,1.1174744828797263e-5,9.836644974408122e-6,1.4124847863997209e-5,3.080192396527473e-5,1.1174744828797263e-5
t4004,1.1301595147151614e-5,9.880315072478929e-6,1.4200980010211404e-5,3.2438020597514366e-5,1.1301595147151614e-5
t4005,1.1643830595370094e-5,1.0157844848397004e-5,1.4907928725478578e-5,3.760080904708349e-5,1.1643830595370094e-5
t4006,1.1472556972283739e-5,1.0108909467662285e-5,1.4671583620755463e-5,3.7335705008345344e-5,1.1472556972283739e-5
t4007,1.1520361932410527e-5,1.0022481162038002e-5,1.4278967164400763e-5,3.733677766576647e-5,1.1520361932410527e-5
t4008,1.134063221687025e-5,9.62826958966534e-6,1.3224647299421155e-5,3.226300647582945e-5,1.134063221687025e-5
t4009,1.1401712892598177e-5,9.477851074599564e-6,1.278755252270022e-5,3.227852681898136e-5,1.1401712892598177e-5
t4010,1.1464787237778622e-5,9.329493300835717e-6,1.25496561723451e-5,3.2231750293453055e-5,1.1464787237778622e-5
t4011,1.1213969699401403e-5,9.089231409697818e-6,1.2329462899560588e-5,3.2005276624525514e-5,1.1213969699401403e-5
t4012,1.128838946976765e-5,9.059589831693357e-6,1.2285308105876477e-5,3.207005377456636e-5,1.128838946976765e-5
t4013,1.1400106483527385e-5,9.137340972720403e-6,1.233268519005769e-5,3.219771060621011e-5,1.1400106483527385e-5
t4014,1.131432189009874e-5,9.061380294336984e-6,1.2074136862534638e-5,3.0233833589393154e-5,1.131432189009874e-5
t4015,1.1401011325451756e-5,9.04871078591615e-6,1.2225187027113503e-5,2.82310871522583e-5,1.1401011325451756e-5
t4016,1.10263041469248e-5,9.135163051293509e-6,1.233432167749833e-5,2.7859209970215923e-5,1.10263041469248e-5
t4017,1.0912376003949833e-5,9.283348150699204e-6,1.2415302091163691e-5,2.776262409392178e-5,1.0912376003949833e-5
t4018,1.085682688673011e-5,9.370104988839747e-6,1.2489088444214363e-5,2.7693599367204286e-5,1.085682688673011e-5
t4019,1.0845271788819268e-5,9.421424466546333e-6,1.2615467826194976e-5,2.7688459959139047e-5,1.0845271788819268e-5
t4020,1.087038814924887e-5,9.458268025289886e-6,1.2721398488264705e-5,2.7738196459643107e-5,1.087038814924887e-5
t4021,1.0732995535761477e-5,9.437769412646732e-6,1.2611199861052496e-5,2.753073097384957e-5,1.0732995535761477e-5
t4022,1.0778360111505225e-5,9.444907169896795e-6,1.2672289310347004e-5,2.7647605902005206e-5,1.0778360111505225e-5
t4023,1.0827192236295047e-5,9.468608003706284e-6,1.2808180409363611e-5,2.7793786484414432e-5,1.0827192236295047e-5
t4024,1.0891408345676957e-5,9.50609330638726e-6,1.300414516704184e-5,2.7921050171107533e-5,1.0891408345676957e-5
t4025,1.122614578601095e-5,9.786607671530793e-6,1.3759330293910723e-5,3.1521741449747565e-5,1.122614578601095e-5
t4026,1.1231474485877431e-5,9.907315746087632e-6,1.3938939908126403e-5,3.343508590453242e-5,1.1231474485877431e-5
t4027,1.1113261826253839e-5,9.742381256965566e-6,1.3863075035280416e-5,2.9945910385024465e-5,1.1113261826253839e-5
t4028,1.1216698045154212e-5,9.855717076219117e-6,1.4098728176629823e-5,3.2361222743504153e-5,1.1216698045154212e-5
t4029,1.1589809853820395e-5,1.0156093666554214e-5,1.4904875277477052e-5,3.798427691936455e-5,1.1589809853820395e-5
t4030,1.166917603664572e-5,1.0134522472037297e-5,1.4792090653017877e-5,3.786210728329473e-5,1.166917603664572e-5
t4031,1.120732783392471e-5,9.712912059011277e-6,1.3512350123980695e-5,3.191082347662428e-5,1.120732783392471e-5
t4032,1.1229881406579366e-5,9.511212783647814e-6,1.296364344086703e-5,3.1805896916484596e-5,1.1229881406579366e-5
t4033,1.1268126390875723e-5,9.315488381816308e-6,1.2550966584884401e-5,3.187068347855854e-5,1.1268126390875723e-5
t4034,1.1326659086161703e-5,9.160091769420439e-6,1.2396488377780168e-5,3.1968014816720106e-5,1.1326659086161703e-5
t4035,1.1429131015253007e-5,9.146485256325963e-6,1.2375237757145986e-5,3.2098868640780903e-5,1.1429131015253007e-5
t4036,1.128939395863295e-5,9.124201793882822e-6,1.2348033326870554e-5,3.205815641247809e-5,1.128939395863295e-5
t4037,1.1377337214622075e-5,9.276904828897538e-6,1.2491836830031742e-5,3.216175163449435e-5,1.1377337214622075e-5
t4038,1.1235295231688956e-5,9.35905813600268e-6,1.2507950003784097e-5,3.004423761131664e-5,1.1235295231688956e-5
t4039,1.120980251775611e-5,9.619573991109504e-6,1.3284181840293838e-5,3.007458778993132e-5,1.120980251775611e-5
t4040,1.1372400000251145e-5,9.836382738878976e-6,1.3741199093029861e-5,3.242091377941434e-5,1.1372400000251145e-5
t4041,1.1073323950539819e-5,9.85470337271571e-6,1.3687744597034229e-5,3.196463562952237e-5,1.1073323950539819e-5
t4042,1.1043109038629753e-5,9.90004410809518e-6,1.382503731738125e-5,3.1942706396546224e-5,1.1043109038629753e-5
t4043,1.1029643255756904e-5,9.935623481309802e-6,1.3952662277626504e-5,3.196628381617918e-5,1.1029643255756904e-5
t4044,1.1033922244912683e-5,9.957336440385267e-6,1.4045800601846959e-5,3.199680416614455e-5,1.1033922244912683e-5
t4045,1.106817187335257e-5,9.969503546562082e-6,1.4105240714127577e-5,3.208271859317918e-5,1.106817187335257e-5
t4046,1.08639107949334e-5,9.94654738889953e-6,1.391881131000001e-5,3.179869937269397e-5,1.08639107949334e-5
t4047,1.0941335314892156e-5,9.962059935244416e-6,1.4044663779024306e-5,3.192808519047438e-5,1.0941335314892156e-5
t4048,1.1027761001983768e-5,9.985558738510237e-6,1.4212958229367397e-5,3.2078313203078056e-5,1.1027761001983768e-5
t4049,1.1110388676388079e-5,1.0016804174463806e-5,1.4437153310328636e-5,3.2181725648643546e-5,1.1110388676388079e-5
t4050,1.1212109804268465e-5,1.0005309489088064e-5,1.4423186124391938e-5,3.1998531498971456e-5,1.1212109804268465e-5
t4051,1.112968518547161e-5,1.0008422501920258e-5,1.4849627628234657e-5,3.226987720292889e-5,1.112968518547161e-5
t4052,1.1104285898239208e-5,9.898893675628985e-6,1.437795048112223e-5,3.086860555225375e-5,1.1104285898239208e-5
t4053,1.1713124990879583e-5,1.0492032031008907e-5,1.5894130132685807e-5,4.385967390525997e-5,1.1713124990879583e-5
t4054,1.1541357765000654e-5,1.0223170623711188e-5,1.5081231568700992e-5,3.806104060667194e-5,1.1541357765000654e-5
t4055,1.1204225743272093e-5,9.721773078661976e-6,1.3564008162138003e-5,3.087436467899752e-5,1.1204225743272093e-5
t4056,1.1138753929409606e-5,9.568220752839142e-6,1.3088240730850658e-5,3.103336324434191e-5,1.1138753929409606e-5
t4057,1.1284470540256897e-5,9.450011801723367e-6,1.279722727990057e-5,3.158758268908209e-5,1.1284470540256897e-5
t4058,1.1400759281244812e-5,9.385735887177508e-6,1.2603379108988085e-5,3.194896863596942e-5,1.1400759281244812e-5
t4059,1.1471794653037142e-5,9.343539345654448e-6,1.2529675956881456e-5,3.2096659746934776e-5,1.1471794653037142e-5
t4060,1.1504899655808398e-5,9.314904287385e-6,1.2498899335442456e-5,3.2135246417389616e-5,1.1504899655808398e-5
t4061,1.1254777840273572e-5,9.302254781890967e-6,1.2507538859724825e-5,3.2010469577951074e-5,1.1254777840273572e-5
t4062,1.1129804461367934e-5,9.356519768804079e-6,1.2536485010325738e-5,2.995268911948865e-5,1.1129804461367934e-5
t4063,1.1144806528558793e-5,9.630639787911044e-6,1.3362744103643794e-5,3.0112393588527447e-5,1.1144806528558793e-5
t4064,1.1283064685836787e-5,9.838188935325945e-6,1.3689501273114269e-5,3.229887157323643e-5,1.1283064685836787e-5
t4065,1.1193955592938798e-5,9.90651229093226e-6,1.3926472034367735e-5,3.219344157244083e-5,1.1193955592938798e-5
t4066,1.094062100156589e-5,9.898240279638404e-6,1.3773963387358063e-5,3.1818393778214726e-5,1.094062100156589e-5
t4067,1.0929487902517319e-5,9.932305430042517e-6,1.3903385609015824e-5,3.1828855356384206e-5,1.0929487902517319e-5
t4068,1.095807654270727e-5,9.971205649937067e-6,1.4105053238628442e-5,3.1921692557592066e-5,1.095807654270727e-5
t4069,1.1034262458595238e-5,1.0005734081184914e-5,1.4290432678232768e-5,3.211770958118025e-5,1.1034262458595238e-5
t4070,1.1104451954059258e-5,1.003539110838094e-5,1.4447370287334155e-5,3.222989374191599e-5,1.1104451954059258e-5
t4071,1.1060885264544107e-5,1.0023589917052355e-5,1.4381126304700138e-5,3.2087836759834395e-5,1.1060885264544107e-5
t4072,1.1202719453665404e-5,1.0028815798855308e-5,1.4402975296342555e-5,3.2264523431974815e-5,1.1202719453665404e-5
t4073,1.10799573802828e-5,9.934110534395666e-6,1.4832192783682904e-5,3.0221122051897354e-5,1.10799573802828e-5
t4074,1.1179022586882464e-5,9.928469446831364e-6,1.4813259595124175e-5,3.025268708380484e-5,1.1179022586882464e-5
t4075,1.130406671352656e-5,1.0019856023804013e-5,1.4933354939105951e-5,3.211341725091511e-5,1.130406671352656e-5
t4076,1.0986509312771544e-5,9.928765178650912e-6,1.4512033717562057e-5,3.1160201557218696e-5,1.0986509312771544e-5
t4077,1.1486493090123821e-5,1.0422724229518715e-5,1.5768143791364563e-5,4.14614577455479e-5,1.1486493090123821e-5
t4078,1.1641390616730902e-5,1.0443712026662214e-5,1.5801017837491368e-5,4.243216704148615e-5,1.1641390616730902e-5
t4079,1.1314237387021116e-5,9.848142416521999e-6,1.40939086584147e-5,3.1495215805188514e-5,1.1314237387021116e-5
t4080,1.1314317014176636e-5,9.644183297243224e-6,1.3384949632647184e-5,3.0045543322557637e-5,1.1314317014176636e-5
t4081,1.1222726590742417e-5,9.495630907350514e-6,1.2920209438270305e-5,2.9915668564512963e-5,1.1222726590742417e-5
t4082,1.1333436714356602e-5,9.394925565830877e-6,1.2647109114468184e-5,2.985245650051124e-5,1.1333436714356602e-5
t4083,1.142137482446951e-5,9.336618772767594e-6,1.2473351447037119e-5,2.9778854484631965e-5,1.142137482446951e-5
t4084,1.1457131029289782e-5,9.317941937242124e-6,1.240604729226389e-5,2.9757259327021452e-5,1.1457131029289782e-5
t4085,1.1467107680236749e-5,9.366170970413157e-6,1.2529652082996993e-5,2.9737839295005596e-5,1.1467107680236749e-5
t4086,1.0963719325261809e-5,9.219875536511675e-6,1.2246525092625096e-5,2.6134788899911384e-5,1.0963719325261809e-5
t4087,1.0975759902654012e-5,9.478111577818223e-6,1.3105272960272262e-5,2.6447886938689464e-5,1.0975759902654012e-5
t4088,1.0968767837751794e-5,9.673789787734917e-6,1.3524416336329135e-5,2.7573070376006497e-5,1.0968767837751794e-5
t4089,1.0924602072722335e-5,9.540658873892587e-6,1.2625084432784012e-5,2.559799922650785e-5,1.0924602072722335e-5
t4090,1.0845926846259749e-5,9.614269697665e-6,1.3058304805564182e-5,2.556053807515572e-5,1.0845926846259749e-5
t4091,1.0889678169336455e-5,1.001382109604373e-5,1.4166039840946542e-5,3.012930920435535e-5,1.0889678169336455e-5
t4092,1.0897457197240896e-5,1.0050950833839814e-5,1.4597090720606796e-5,3.000357996159634e-5,1.0897457197240896e-5
t4093,1.0976742349910697e-5,1.0098346859834138e-5,1.4956686326181604e-5,3.0102702500856776e-5,1.0976742349910697e-5
t4094,1.1061734284499018e-5,1.0221705291337488e-5,1.5389223110944875e-5,3.1389335389783336e-5,1.1061734284499018e-5
t4095,1.1230060311438192e-5,1.0302415188768024e-5,1.5805331458656856e-5,3.225686116885046e-5,1.1230060311438192e-5
t4096,1.1091558267973448e-5,1.030283536501077e-5,1.5839420305348805e-5,3.228096501544725e-5,1.1091558267973448e-5
t4097,1.1349338759967925e-5,1.0290096697270345e-5,1.5890958222733984e-5,3.2260945470856526e-5,1.1349338759967925e-5
t4098,1.05048487510583e-5,1.021063985777815e-5,1.5863951767707087e-5,3.114505210158037e-5,1.05048487510583e-5
t4099,1.0745069091981663e-5,1.0222448432443737e-5,1.5821397686400253e-5,3.197968254979334e-5,1.0745069091981663e-5
t4100,1.1238275449980245e-5,1.0614964387883814e-5,1.6727881212481736e-5,4.084693169922516e-5,1.1238275449980245e-5
